,train_index,train_sentence,geraint_sentence,train_label
7216,snips-train-4717,What is the weather in Port Vue,WHAT IS THE WEATHER IN PORTVIEW,GetWeather
7217,snips-train-4718,weather in one minute in Norfolk Island,WHETHER IN ONE MIMI TU NOT FICISLAND,GetWeather
7218,snips-train-4719,What is the weather forecast in Country Club Heights,WHAT IS THE WEATHER FORECASTING COUNTRY CLUB HIGHTS,GetWeather
7219,snips-train-472,add Michael Hayvoronsky to Lo Que Suena Los Angeles,AB MICHOHEVERONSKITO LO CAS SWENA LOSS HAMGELLIES,AddToPlaylist
7220,snips-train-4720,Will it snowstorm in Lampi Island Marine National Park ?,WILL ITS SNOW STORM IN LAMPEE ISLAND MARIE MASNOW PARK,GetWeather
7221,snips-train-4721,Will it be warmer in my current position,WILL YET BE WARMER IN MY CURRENT POSITION,GetWeather
7222,snips-train-4722,what is the weather forecast for Israel,WHAT IS THE WEATHER FORECAST TOR ISRAEL,GetWeather
7223,snips-train-4723,Is it foggy in Shelter Island,IS IT FOGGY IN SHOUTER RILAND,GetWeather
7224,snips-train-4724,Is it going to be warm here for brunch,IS IT GOING TO BE WARM HERE FOR BRUNCHE,GetWeather
7225,snips-train-4725,Is it going to be windy here on Nov. 17,IS IT GOING TO BE WINDY HILON NOVEMBER SEVENTEENTH,GetWeather
7226,snips-train-4726,What's the weather forecast in the same area as LA in 1 minute ?,WHATS THE WHERE THE FORECAST IN THE SAME MYRIA AS I LAY IN ONE MINUTE,GetWeather
7227,snips-train-4727,what is the weather forecast for close-by GU 3 years from now,WHAT IS THE WEATHER FORECAST FOR CLOSE BY G U THREE YEARS FROM NOW,GetWeather
7228,snips-train-4728,Is the weather hot in Miller House NV,IS THE WEATHER HOTEN ILLE HOUSE NEVADA,GetWeather
7229,snips-train-4729,Check the forecast for Orson for around 9 PM,CHACK THE FORECAST FOR AUSEN FOR A RONG NINE P M,GetWeather
7230,snips-train-473,add willie nelson live to my Acoustic Blues playlsit,ADD WILLIE NELSON LIVE TO MY ACOSTIC BLUES PLAS IT,AddToPlaylist
7231,snips-train-4730,Is it going to get chillier near Hocking State Forest,IS IT GOING TO GET CHILI AN THE EHAWK ING STAIGHT FOREST,GetWeather
7232,snips-train-4731,"What are the weather conditions in Patagonia , South Africa ?",WHAT ARE THE WETER CONDITIONS IN PATRAGONIA SAFAFRICA,GetWeather
7233,snips-train-4732,Is it going to be cloudy in my current spot for dinner ?,IS IT GOING TO BE COWDY IN MY CURRENT SPOT FOR DINNER,GetWeather
7234,snips-train-4733,what is the Coulee City MT forecast,WHAT IS THE COOLLY SITY MONT FORECAST,GetWeather
7235,snips-train-4734,Weather at Bystrzyca Valley Landscape Park,WHETHER AT BRIS CHEATS OF WILLY LANDSCAPE PARK,GetWeather
7236,snips-train-4735,How will be the weather condition near MI 129 days and a half from now ?,HOW WILL BE THE WEATHER CONDITION MERE AM I ONE TWENTY NINE DAYS AND A HALF FROM NOW,GetWeather
7237,snips-train-4736,What is the forecast for Lesotho for starting this Fall,HET IS THE FORECAST FROM THE SOTEAU FOR STARTING THIS FORL,GetWeather
7238,snips-train-4737,Will it be chilly in MA 12 days from now,WELL LET ME CHILLY A MEMAY TWELVE DAYS FROM NOW,GetWeather
7239,snips-train-4738,"Is it warmer now in Wetumpka , Mauritania ?",IS IT WOMER NOW IN WOTAMKA MORATAMIA,GetWeather
7240,snips-train-4739,what is the Johnson Creek forecast for chilly weather,WHAT IS THE JON ON QUICK FORECAST FOR CHILLY WEAVER,GetWeather
7241,snips-train-474,Add track to Hit Remix,HAD TRACTIHETRIMIX,AddToPlaylist
7242,snips-train-4740,What will the weather be like this tuesday in the area neighboring Rendezvous Mountain Educational State Forest ?,WHAT WILL THE WEATHER BE LIKE THIS TUESDAY AND THE ARE AND NEIGHBRING RENDEZVOUS MEONT AN EDUCATIONAL STATE FOREST,GetWeather
7243,snips-train-4741,When will WI be temperate ?,WHEN WI WE BE TAMPERUS,GetWeather
7244,snips-train-4742,what is the weather forecast for Kinbrae,WHAT IS THE WEATHER FORECAST FOR KINBRAY,GetWeather
7245,snips-train-4743,"Tell me if it will be hotter in seven hours in Doyle , United States",TELL ME IF IT WILL BE HOTER IN SEVEN HOURS IN TOIL UNITED STATES,GetWeather
7246,snips-train-4744,What does it feel like in East Cove National Wildlife Refuge,WHAT DOES IT FEEL LIKE IN EAST COVE NATIONAL WILD LIFE REFUGE,GetWeather
7247,snips-train-4745,is hail in the weather forecast for Monterey Bay National Marine Sanctuary,IS HAILING A WEATHER FORECAST FROM MONTEURE BA NATIONAL MARINE SANCTURY,GetWeather
7248,snips-train-4746,What is the weather not far from Upper Klamath National Wildlife Refuge ?,AT IS THE WEATHER NOT FAR FROM OUR PECAMETH NATIONAL WILD LIFE REFUGE,GetWeather
7249,snips-train-4747,Will it be freezing in 5 weeks from now in NH,WILL LET BE FREEZING IN FIVE WEEKS FROM NOW IN N H,GetWeather
7250,snips-train-4748,Please let me know the weather forecast in Louisiana state,PLEASE LET ME KNOW THE WERE THE FOL CAST IN LOUISIANA STATE,GetWeather
7251,snips-train-4749,weather for MA in the morning,WETHER SE EMA IN THE MORNING,GetWeather
7252,snips-train-475,Add moby grape live to enamorándose,ABMOBI GRAPE LIVE TO N AMARAN DOS,AddToPlaylist
7253,snips-train-4750,How will the weather be at 9 am in Anguilla ?,HOW WILL YOU EVER BE AT NINE A M AN ANGUILLA,GetWeather
7254,snips-train-4751,what is the weather forecast for Wolin National Park three seconds from now,WHAT IS THE WEATHER FORECAST FORVAL IN NASINAL PACK THREE SECONDS FROM NOW,GetWeather
7255,snips-train-4752,Is it chilly in Curacao,IS IT CHILIAN CUROSSEO,GetWeather
7256,snips-train-4753,In Bon Secour National Wildlife Refuge at twelve pm will it be chilly,IMBOMSICAL NATIONAL WILDLIFE REFUGE OF TWELVE P M WILL IT BE CHILLY,GetWeather
7257,snips-train-4754,What is the weather like right now for Fort Adams ?,HAT IS THE WEVRE LIE CRIKE MELL FOR FORT ADOMS,GetWeather
7258,snips-train-4755,"What's the weather forecast for East Berlin , AL ?",WHAT'S THE WEVER FORECUST FOR EAST BROLIM AH,GetWeather
7259,snips-train-4756,"Tell me if it'll be rainy here on Dec. the 25th, 2033",TELL ME IF IT'LL BE RAI ME HEREL ON DECEMBER THE TWENTY FIFTH TWENTY THIRTY THREE,GetWeather
7260,snips-train-4757,Is it forecast to be warm in Bosnia and Herzegovina ?,IS IT FORECUS TO BE WARM IN BOSNIA AND HURT SEGOVENA,GetWeather
7261,snips-train-4758,What is the weather forecast in VA,WHAT IS THE WEATHER FOL CAST AND VEARY,GetWeather
7262,snips-train-4759,forecast for VI,FOUR COST FREVOY,GetWeather
7263,snips-train-476,add bert mccracken tune lo que suena new york playlist,ABBERD MAC CUACK AN TWO LOW CASE WHEN A NEW YORK PLAYLIST,AddToPlaylist
7264,snips-train-4760,"Will there be a snowstorm this weekend in Bear River , Arizona",WILL THERE BE A SNOW STORM THIST WEE CAND AND BEAR RIVER ARISONA,GetWeather
7265,snips-train-4761,Is it going to be freezing in one hour in Puerto Rico,IS IT GOING TO BE FREEZING IN ONE HOUR IN POTURICO,GetWeather
7266,snips-train-4762,What's the weather like at Sunset Hills,WATS THE WEATHROM I CUD SUNSET HILLS,GetWeather
7267,snips-train-4763,Is there fog in Refugio,IS THEREFOREGIVN EPHERIAL,GetWeather
7268,snips-train-4764,Is the weather overcast here and now ?,IS THE WEATHER OVERCAST HERE AND NOW,GetWeather
7269,snips-train-4765,show weather forcast for February the 8th on current spot in neighboring,SURE WHETHER FOR COST FOR FEBRUARY THE EGHT FROM CURRENT SPOTS IN NEIGHBOURING,GetWeather
7270,snips-train-4766,what is the warm forecast for Newburyport New Caledonia,WHAT IS THE WARM FORECAST FE NEWBRIPORT NEW CALIDERLIA,GetWeather
7271,snips-train-4767,is Cape Mount Nature Conservation Unit has storm weather,IS CAPEMILD NATURE CONSERVATION UNIT IS STORM WEATHER,GetWeather
7272,snips-train-4768,Will it be colder in Holladay Saint Kitts and Nevis,WILL YET BE CALLDE IN HOLIDAY SAINT KITS AND NEVUS,GetWeather
7273,snips-train-4769,What's the weather forecast for the area neighboring KS this autumn ?,WHAT'S THE WEATHER FORECAST FOR THE AREA NEIGHBORING CASE THIS AUTUMN,GetWeather
7274,snips-train-477,Add Firehouse to my acoustic soul list.,ADD FIEHOUSE TO MY ACOUSTIC SOUL LIST,AddToPlaylist
7275,snips-train-4770,Will there be cloud coverage at zero AM in Minami Alps Koma Prefectural Natural Park,WILL THERE BE CLOUD COVERAGE AT ZERO A AMIN MONARMIAUPS COMAPROFECTUAL NATUAL PARK,GetWeather
7276,snips-train-4771,Is it going to be rainy here one second from now,IS IT GOING TO BE RAINY HERE ONE SACOND FROM NOW,GetWeather
7277,snips-train-4772,What will the humidity be in Varnado Georgia at one am,WHAT WILL THE HUMIDITY BEIN VENADO GEORGIO AT GUANARM,GetWeather
7278,snips-train-4773,What will the weather be in Michigan ?,WHAT WILL THE WEATHER BE A MICHIGAN,GetWeather
7279,snips-train-4774,Will there be a depression in the weather here on cyber monday ?,WILL THERE BE A DEPRESSION IN THE WEATHER HHERE ON SIBRE MONDAY,GetWeather
7280,snips-train-4775,What's the weather like at Powers Lake ?,WHAS FOR WETRUM I COUD POWER'S NAKE,GetWeather
7281,snips-train-4776,Will it be cloudy in Tatamy ?,WILL IT BE CLOUDY IN TO TALMY,GetWeather
7282,snips-train-4777,How is weather here ?,HOW IS RATHER HERE,GetWeather
7283,snips-train-4778,Is the forecast stormy this afternoon in Maryland ?,IS THE FORECAST STORMY THIS AFTERNOON IN MERRYLAND,GetWeather
7284,snips-train-4779,Will it be windy at Medicine Rocks State Park on May 24,WILL IT BE WINDY ETH MADSUN LOK STAIGHT PARK ON MAY TWENTY FOURTH,GetWeather
7285,snips-train-478,add this track by flesh n bone to cherry's SPA Treatment playlist,AUBIS CHACK BY FLAHSHAM BONE TO CHARI'S ASPIER TREATMENT PLAILIST,AddToPlaylist
7286,snips-train-4780,"What will the weather be like here on february 22, 2024",WHAT WILL THE WEATHER BE LIKE HERE ON FEBRUARY TWENTY SECOND TWENTY TWENTY FOUR,GetWeather
7287,snips-train-4781,what is the forecast for here one second from now,WHAT IS THE FORECAST TO HEAR ONE SECOND FROM NOW,GetWeather
7288,snips-train-4782,Is it forecast to be freezing in Benedict ?,IS IT FORCUS TO BE FREEZING AND BENEDICT,GetWeather
7289,snips-train-4783,What's the weather next week in Somis,WHAT'S THE WEATHER NEXT WEEK IN SO MISS,GetWeather
7290,snips-train-4784,Will it be chilly in Liberty City Bhutan ?,WILL ET BE CHILLYAM LIBERTY CITY BRUTAR,GetWeather
7291,snips-train-4785,Is there going to be a depression in my current location on nov. the ninth,IS THERE GOING TO BE A DEPRESSION IN MY CURRENT LOCATION ON NOVEMBER AND NINTH,GetWeather
7292,snips-train-4786,Will there be a blizzard in Egypt on Jul. 3 ?,WILL THERE BE A PLEAZAD IN EGYPT ON YU LY THIRD,GetWeather
7293,snips-train-4787,I need to know is it freezing in MN at 0127 pm,I NEED TO KNOW AS IT FREEZING IN THAR MAN THAT I ONE TWO SEVEN P M,GetWeather
7294,snips-train-4788,is it cloudy here,IS IT CLOWDY HERE,GetWeather
7295,snips-train-4789,What's the weather forecast for Sweden on Oct. the fifth ?,WATCH THE WEVER FORECUST FOR SWEDEN ON OCTOBER THE FIFTH,GetWeather
7296,snips-train-479,add this annabella lwin track to Indie Alternativa,ABTHI SANABELLO WEN TRACK TO IND THE ALTERNATIVA,AddToPlaylist
7297,snips-train-4790,at 0 AM what will the weather be here,LET SYRO A M WHAT WILL E WEAVER BE HERE,GetWeather
7298,snips-train-4791,Is it going to get chillier in Kuwait,IS IT GOING TO GATCHILIA INCUATE,GetWeather
7299,snips-train-4792,What will the weather be in the current spot on 12/14/2023 .,WHAT WILL THE WEATHER BE ON THE CURRENT SPOT ON THE FOURTEENTH OF DECEMBER TWENTY TWENTY THREE,GetWeather
7300,snips-train-4793,What's the forecast for nearby the current position ?,WHAT'S THE FORECAST FAMER BY THE CURRENT POSITION,GetWeather
7301,snips-train-4794,will it be stormy in Charleston,WILL YET BE STORMY AND CHARLESTONE,GetWeather
7302,snips-train-4795,How is the humidity near my current place,HOW IS THE HUMIDITY NEAR MY CURRENT PLACE,GetWeather
7303,snips-train-4796,Will it be cloudy one hour from now in my current position,WILL YET BE CLOUDY ONE HOUR FROM NOW IN MY CURRENT POSITION,GetWeather
7304,snips-train-4797,Is it supposed to be chilly in Kuwait ?,IS IT SUPPOSED TO BE CHINNEY AND CUATE,GetWeather
7305,snips-train-4798,what is the forecast for here,WAT IS THE FORECAST FOR HERE,GetWeather
7306,snips-train-4799,When will it be chillier than now in South Paris in CT,WHEN WILL IT BE TRILLY THAN NOW IN SOUTH PARIS AN SITI,GetWeather
7307,snips-train-48,Place this tune in workout remix,CRISEPHIST UNIN WORK AUTRIMIC,AddToPlaylist
7308,snips-train-480,add song in my playlist Dance Workout,THAT SONG IN MY PLAYLIS TANCEWORKOUT,AddToPlaylist
7309,snips-train-4800,What will the weather forecast be during the Kent State Shootings Remembrance in El Cocuy National Park ?,WHAT WILL THE WEATHER FORECAST BE DURING THE CANSTATE SHOOTING'S REMEMBRANCE IN ELCOCA IN NATIONAL PARK,GetWeather
7310,snips-train-4801,Give me the weather forecast in Boma for next summer,GIVE ME THE WEAR THE FOR CASTAN BOMER FOR NEXT SUMMER,GetWeather
7311,snips-train-4802,Tell me the weather forecast nearby my current location,TELL ME THE WETHERFORECAST NEAR BY MY CURRENT LOCATION,GetWeather
7312,snips-train-4803,Tell me the weather forecast for France,TELL ME THAT WHERETER EFORECAST FOR FRANCE,GetWeather
7313,snips-train-4804,"Tell me if there will be a snowstorm on Sep. the second, 2028 in Olpe",TELL ME IF THERE WILL BE A SNOWSTORM ON SEPTEMBER THE SECOND TWENTY TWENTY EIGHT IN OPA,GetWeather
7314,snips-train-4805,Will it get colder in Cape Fair,WILL YO' GET COLDER IN CAPE FEAR,GetWeather
7315,snips-train-4806,What is the humidity like in faraway on AK,WHAT IS THE HUMIDITY LIKE HIM FAR AWAY ON ACT,GetWeather
7316,snips-train-4807,What kind of weather will be in VA 12 years from now ?,WHAT KIND OF RATHER WOILL BE IN BE A TWELVE YEARS FROM NOW,GetWeather
7317,snips-train-4808,In UT at 7 pm will it be snowy,ENUTI AT SAVEN P M WILL IT BE SNOWY,GetWeather
7318,snips-train-4809,Will it be stormy in Olmitz Connecticut,WILL YET BE STORMY ANILMATES CONECTICATE,GetWeather
7319,snips-train-481,Add A Bum Note and a Bead of Sweat to my Stress Relief playlist,ADEBAMNOTEND A BEAD OF SWEAT TO MY STRESS RELIEF PLAINEST,AddToPlaylist
7320,snips-train-4810,Will it be hot in Dongola Cameroon,WILL IT BE HOT IN DON GO TE CAMERON,GetWeather
7321,snips-train-4811,what is the weather in Steward,WATES THE WEATHER IN STEARD,GetWeather
7322,snips-train-4812,what is the Cameia National Park forecast for in one minute and 1 second,WHAT IS THE CAMIONASNAL PARK FOR CAST FOR IN ONE MIMUT AND ONE SECOND,GetWeather
7323,snips-train-4813,What's the weather in Waretown Lebanon,WHAT'S THE WEATHER IN WETOWN LEBNAN,GetWeather
7324,snips-train-4814,Is it hot in Zephyrhills ?,IS IT HOT IN ZAPPHAHELS,GetWeather
7325,snips-train-4815,What is the forecast this month in Kosovo,YET IS THE FORECAST THIS MONTH IN CASSERON,GetWeather
7326,snips-train-4816,Give me Slovakia 's weather forecast for eight am,GIVE ME SLAVAKIAS WERE THE FORECAST RATON,GetWeather
7327,snips-train-4817,show weather while Sunset in the same area in South Carolina,SHOW WHERE THE WILD SUNSET IN THE SAME MAREA IN SOUTH CAROLINA,GetWeather
7328,snips-train-4818,Can you please give me the forecast for the Dominica,CAN YOU PLEASE GIVE ME THE FORECAST FOR THE DOMEMIKA,GetWeather
7329,snips-train-4819,Is it freezing in Tira,IS IT FREEZING IN CHYRA,GetWeather
7330,snips-train-482,add this album by Karl Davydov to reyna's This Is Luis Fonsi playlist,ABBES ALBEM BY CARL DARIDOV TO REYMES MISSUS LEWIS FRANCY PLAYLIST,AddToPlaylist
7331,snips-train-4820,Tell me the weather for Sewickley at twelve am,TELL ME THE WEATHER FOR SUIKI AT TWELVAN,GetWeather
7332,snips-train-4821,"Will it be snowy in Crouch , French Polynesia ?",WILL IT BE SNOWY AND CROUCH FRANCH POLYMESRA,GetWeather
7333,snips-train-4822,"What's the weather for April 10th, 2028 in Arkansas",WHAT'S THE WEATHER THOUGHA PRO TENTH TWENTY TWENTY EIGHT TO ARKENSAW,GetWeather
7334,snips-train-4823,What's the weather going to be like not far from East Timor,WHAT'S THE WEATHER GOING TO BE LIKE NOT FAR FROM EAST TEAMOR,GetWeather
7335,snips-train-4824,"Will it be snowy on January 26th in Trentwood , Illinois",WILL LET BE SNOWY ON JANUARY TWENTY SIXTH AND TANTOID ILLINOIS,GetWeather
7336,snips-train-4825,What is the forecast for Harrison–Crawford State Forest,YET IS THE FORECAST FOR HARISON CORFRED STATE FOREST,GetWeather
7337,snips-train-4826,is it going to be hot in Luambe-Nationalpark,IS IT GOING TO BE HOTINUE NATIONAL PARK,GetWeather
7338,snips-train-4827,Give me the weather forecast in Zimbabwe .,GIVE ME THE WEATHER FOUR COSTINS IN BARBOY,GetWeather
7339,snips-train-4828,What is the weather looking like right now in WY ?,WHAT IS FOR WEAVER LOOKING LIKE CRITE NOW AN WAY,GetWeather
7340,snips-train-4829,will it be freezing 5 seconds from now in Patmos,WILL LET BE FREEZING FIVE SECONDS FROM NAW IN PATMAS,GetWeather
7341,snips-train-483,add 9AM in Dallas to my classical music for smart kids,AB NINE A M INDALIS TO MY CLASSICAL MUSIC FOR SMART KIDS,AddToPlaylist
7342,snips-train-4830,show weather forecast in East Tawakoni Italy at four PM,SURE WHETHER FORECASTANEST TOWER CONLY ITALY AT FOUR P M,GetWeather
7343,snips-train-4831,What's the weather forecast in the same area of ME on Apr. 20 ?,WHAT'S THE WEATHER FORECAST IN THE SAME MYRIA OF MION APRIL TWENTIETH,GetWeather
7344,snips-train-4832,What is the forecast in the same area as Fiji,WHAT IS THE FORECASTUM OF SAME MARIA AS FUJI,GetWeather
7345,snips-train-4833,what is the forecast for Lille in Norway,WHAT IS THE FORECAST RALILA IN NOWAY,GetWeather
7346,snips-train-4834,How temperate will it be here this week ?,OW TOMPRET WILL IT BE HERE THIS WEEK,GetWeather
7347,snips-train-4835,Will it still be warm nineteen hours from now in PA,WILL IT STILL BE WARM NINETEEN HOURS FROM NOW WHEN P A,GetWeather
7348,snips-train-4836,what is the AMerican Samoa forecast for hot weather,YET IS THE AMERICAN SIMOA FORECAST FOR HOT WEATHER,GetWeather
7349,snips-train-4837,Will rainfall continue here tomorrow ?,WILL RAINFULL CONTINUE HERE TO MORROW,GetWeather
7350,snips-train-4838,"Give me the weather forecast in Pleasant Dale , Alaska starting in 1952",GIVE ME THE WAR THE FORECAST AND PLEASANT DALE ALASCA STARTING IN NINETEEN FIFTY TWO,GetWeather
7351,snips-train-4839,Will it be humid in Beedeville on november 20,WILL YET BE HUMORED IN BEE THE LON OVEMBER TWENTIETH,GetWeather
7352,snips-train-484,Add an andy hurley album to my transatlantic lullaby list,ADEN ANDY HERLY ALBUS TO MY TRANSITANTILAULA BYLAST,AddToPlaylist
7353,snips-train-4840,I need a weather forecast for Laos at one am,I'M MIDER WEE THER FORECAST FOR LOUSE AT ONE ARM,GetWeather
7354,snips-train-4841,Will it be warm in Hematite ?,WILL IT BE WARM IN HUMAR TIHTS,GetWeather
7355,snips-train-4842,What will the weather be in Stelvio National Park 1 hour and 1 minute from now ?,WHAT WILL THO EVER BE INSTELL YOUR NATIONAL PUCK ONE HOUR AND ONE MINUTE FROM NOW,GetWeather
7356,snips-train-4843,Will it get warmer in Berkley,WE LIFT CAP WARMER AN BERTTRAY,GetWeather
7357,snips-train-4844,what is the weather of Ludowici at 4 am,WHAT IS THE WEATHER OF LO DEWISIAT FOUR A M,GetWeather
