,train_index,train_sentence,kendra_sentence,train_label
6582,snips-train-4146,Is snowfall forecast in PA ?,IS SNOWALL ORECAST IN P A,GetWeather
6583,snips-train-4147,What will the weather be like in twenty two minutes at San Pasqual Battlefield State Historic Park,WHAT WILL THE WEATHER BE LIKE IN TWENTY TWO MINUTES AT SAN PASQUAL BATTLEFIELD STATE HISTORIC PARK,GetWeather
6584,snips-train-4148,What's the forecast for Missouri around elevenses ?,WHAT'S THE FORECAST FOR MISSOURI AROUND ELEVENS ES,GetWeather
6585,snips-train-4149,Will it be warm in Kipp Rhode Island one hour and 9 seconds from now ?,WILL IT BE WARM IN KEPRO DISLAND ONE HOUR A NINE SECONDS FROM NOW,GetWeather
6586,snips-train-415,Add angela au to the playlist radar latino,AUDANGELA OE TO THE PLAYOLIST RADAR LOTINO,AddToPlaylist
6587,snips-train-4150,What's the weather forecast for Nishi Sonogi Hantō Prefectural Natural Park three years from now ?,WHAT'S THE WEATHER FORECAST FORNICI SANOGIHADO PROFECTURAL NATURAL PARK THREE YEARS FROM NOW,GetWeather
6588,snips-train-4151,hows the weather looking for Kendall Green Maryland,HOW'S THE WEATHER LOOKING FOR KENDELL GREEN MARYLAND,GetWeather
6589,snips-train-4152,Check the weather forecast for the current position .,CHECK THE WEATHER FORECAST FOR THE CURRENT POSITION,GetWeather
6590,snips-train-4153,Give me the weather forecast for the city of Archie,GIVE ME THE WEATHER FORECAST FOR THE CITY OF ARCHE,GetWeather
6591,snips-train-4154,Shoe me the forecast for Bonaire this Fall,SHEW ME THE FORECAST FOR BENA'R THIS FALL,GetWeather
6592,snips-train-4155,Is there rain in Nauru at 6 am,IS THERE REIN IN LARU AT SIX A M,GetWeather
6593,snips-train-4156,what is the weather of Nebraska,WHAT IS THE WEATHER OF NEBRASKA,GetWeather
6594,snips-train-4157,Is it supposed to be chillier in Favoretta,IS IT SUPPOSED TO BE CHELLIER  IN FAVORETTA,GetWeather
6595,snips-train-4158,Will it be colder in Connorville,WILL IT BE COLDER IN CONERVELL,GetWeather
6596,snips-train-4159,What's the weather in Swift River Reservation,WHAT'S THE WEATHER IN SWIFT TRIVER RESERVATION,GetWeather
6597,snips-train-416,add Dying Mapa I to Más Que Amigos,ADD DYING MAPA I TO MOS CAAMEGOS,AddToPlaylist
6598,snips-train-4160,what is the weather forecast for Maryland,WHAT IS THE WEATHER FORECAST FOR MARYLAND,GetWeather
6599,snips-train-4161,Is there a snowstorm coming in Dana at 4 pm,IS THERE A SNOW STORM COMING IN DANA AT FOUR P M,GetWeather
6600,snips-train-4162,What's the weather going to be like in a week at Big Walnut Creek Nature Preserve ?,WHAT'S THE WEATHER GOING TO BE LIKE IN A WEEK A BIG WALNUT CREEK NATURE PRESERVE,GetWeather
6601,snips-train-4163,"Is it chilly in Henrieville , Oman",IS IT CHILLY IN THE HENRIVEL OMON,GetWeather
6602,snips-train-4164,Is it going to be sunny at 21 o'clock close-by District Of Columbia ?,IS IT GOING TO BE SUNNY AT TWENTY ONE O'CLOCK CLOSE BY DISTRICT OF COLUMBIA,GetWeather
6603,snips-train-4165,is it going to be foggy in Jewell Cemetery State Historic Site 7 weeks from now,IS IT GOING TO BE FOGGI IN JULE SEMETERY STATE HISTOR SITE SEVEN WEEKS FROM NOW,GetWeather
6604,snips-train-4166,Will there be a blizzard at 2 am in my current place,WILL THERE BE A BLIZZARD AT TWO A M IN MY CURRENT PLACE,GetWeather
6605,snips-train-4167,"Will there be a snowstorm in Slick , OR four hours from now ?",WILL THERE BE A SNOW STORM IN SLICK OR FOUR HOURS FROM NOW,GetWeather
6606,snips-train-4168,"What will the temperature be like at Fort Point, San Francisco the day after tomorrow",WHAT WILL THE TEMPERATURE BE LIKE AT FORIT POINT SAN FRANCISCO THE DAY AFTER TO MORROW,GetWeather
6607,snips-train-4169,What's the forecast for Belize around meal time?,WHAT'S THE FORECAST FOR BULLIES AROUND MEAL TIME,GetWeather
6608,snips-train-417,add this tune to my playlist titled uncharted 4 nathan drake,ADD THIS TUNE TO MY PLAYLESS TITLED UNCHARTED FOR NATHAN DRAKE,AddToPlaylist
6609,snips-train-4170,"Tell me if it will be hot on Jun. the 10th in San de Fuca , Sweden",TELL ME IF IT WILL BE HOT ON JUNE TENTH INSANDA FUCA SWEDEN,GetWeather
6610,snips-train-4171,"What will the weather be like on August 1, 2026 in Maryland",WHAT WILL THE WEATHER BE LIKE ON AUGUST FIRST TWENTY TWENTY SIX IN MARYLAND,GetWeather
6611,snips-train-4172,what is the Jan. 8 forecast for here,WHAT IS THE JANUARY EIGHTH FORECAST FOR HERE,GetWeather
6612,snips-train-4173,What will the weather be at nine am in HI ?,WHAT WILL THE WEATHER BE AT NIGH NOW MEN HIGH,GetWeather
6613,snips-train-4174,Let me get the forecast for tea time in El Salvador .,LET ME GET THE FORECAST FOR TEA TIME IN L SALVEDOUR,GetWeather
6614,snips-train-4175,What is the weather here,WHAT IS THE WEATHER HERE,GetWeather
6615,snips-train-4176,Give me the weather forecast for Somiedo Natural Park,GIVE ME THE WEATHER FORECAST FOR SAUMEDO NATURAL PARK,GetWeather
6616,snips-train-4177,What's the weather forecast for Lenexa United Kingdom at 0231,WHAT'S TE WEATHER FORECAST OR LANEXA UNITED KINGDOM MAT O TO THREE ON,GetWeather
6617,snips-train-4178,Tell me if it will hail in Elliotts Bluff at five o'clock,TELL ME IF IT WILL HAIL IN ALIAT'S BLUFF AT FIVE O'CLOCK,GetWeather
6618,snips-train-4179,what is the forecast for around Putnam Lake,WHAT IS THE FORECAST FOR AROUND POTNAM LAKE,GetWeather
6619,snips-train-418,Add a track to Fusion Fest,ADD AD TRACT TO FUSION FEST,AddToPlaylist
6620,snips-train-4180,Tell me the weather forecast for Equatorial Guinea,TELL ME THE WEATHER FORECAST FOR EQUATORIAL GUINEA,GetWeather
6621,snips-train-4181,Is it warmer in Lothian Island Wildlife Sanctuary,IS IT WARMER IN LOTHIAN ISLAND WILD LIFE SANCTUARY,GetWeather
6622,snips-train-4182,Weather for now in Cape Romain National Wildlife Refuge,WHETHER FOR NOW ENGAPE ROMON NATIONAL WILD LIFE REFUGE,GetWeather
6623,snips-train-4183,Tell me if it'll be humid in GA one minute from now,TELL ME IF IT'LL BE HUMID ING A ONE MINUTE FROM NOW,GetWeather
6624,snips-train-4184,Please let me know the weather forecast in Louisiana state,PLEASE LET ME KNOW THE WEATHER FORECAST IN LOUISIANA STATE,GetWeather
6625,snips-train-4185,Can you give me a forecast for weather at night in my current position,CAN YOU GIVE ME A FORECAST OR WEATHER AT NIGHT IN MY CURRENT POSITION,GetWeather
6626,snips-train-4186,Give me the weather forecast for Nationaal park Garphyttan,GIVE ME THE WEATHER FORECAST FOR NATION OL PARK GAR A PIT ON,GetWeather
6627,snips-train-4187,Will it be warm 1 week from now in DC,WILL IT BE WARM ONE WEEK FROM NOW AND D C,GetWeather
6628,snips-train-4188,Will it be warmer in CT,WILL IT BE WARMER ENCEY TEA,GetWeather
6629,snips-train-4189,Will it be chilly at Boggs Mountain Demonstration State Forest,WILL IT BE CHILLY AT BOGS MOUNTAIN DEMONSTRATION STATE FOREST,GetWeather
6630,snips-train-419,add the track to my playlist with the title showstopper being mary jane,ADD HE RACK  TO MY PLAYALIST WITH THE TITLE SHOWS TOPPER BEINARY JANE,AddToPlaylist
6631,snips-train-4190,What is the predicted weather for Wells in Indiana ?,WHAT IS THE PREDICTED WHETHER FOR WELLS IN INDIANA,GetWeather
6632,snips-train-4191,Weather for East Peru Bolivia 3 years and a half from now,WHETHER FOR EAST PERU BOLIVIA THREE YEARS AND A HALF FROM NOW,GetWeather
6633,snips-train-4192,"Will there be hail in 8 minutes in Iroquois , MA ?",WILL THERE BE HAL AN EIGHT MINUTES IN IROQUOIS EM A,GetWeather
6634,snips-train-4193,"what is the forecast for the current place for sun on january sixth, 2028 within walking distance",WHAT IS THE FORECAST FOR THE CURRENT PLACE FOR SUN ON JANUARY SIXTH TWENTY TWENTY EIGHT WITHIN WALKING DISTANCE,GetWeather
6635,snips-train-4194,is Saint Robert hotter than Turkmenistan,IS SAINT ROBER TOTTER THAN TYRKMENISTAN,GetWeather
6636,snips-train-4195,What's the weather now in Salmon Lake State Park,WHAT'S THE WEATHER NOW IN SALMON LAKE STATE PARK,GetWeather
6637,snips-train-4196,Forecast for my current location at 6,FORECAST FOR MY CURRENT LOCATION AT SIX,GetWeather
6638,snips-train-4197,At thirteen hundred hours what will the weather be on Ghana ?,AT THIRTEEN HUNDRED HOURS WHAT WILL THE WEATHER BE ON GONE,GetWeather
6639,snips-train-4198,What is the weather forecast for Winger,WHAT IS THE WEATHER FORECAST FOR WINGER,GetWeather
6640,snips-train-4199,Is it warm in Botna,IS IT WARM IN BOUHT NOW,GetWeather
6641,snips-train-42,Add chen jiafeng to Ultimate 00s,AD CHENJI O FANTO ULTIMATE O OS,AddToPlaylist
6642,snips-train-420,Add exorcising ghosts to joy's thrash attack playlist,ADD DEXSORCISING GHOSTS TO JOYS THRASH A TACK PLAYOLEST,AddToPlaylist
6643,snips-train-4200,Tell me when it will be warmer in my current position,TELL ME WHEN IT WILL BE WARMER IN MY CURRENT POSITION,GetWeather
6644,snips-train-4201,Will it be warm in Zambia at 9 PM,WILL IT BE WARM IN ZAMBIA AT NINE P M,GetWeather
6645,snips-train-4202,Tell me if it'll be colder next November in Granite-steppe lands of Buh,TELL ME IF IT'LL BE COLDER NEXT NOVEMBER IN GRANITE STAPLANS OF BAGH,GetWeather
6646,snips-train-4203,Is it going to be hot in Lexington-Fayette,IS IT GOING TO BE HOT IN LEXING TEN FAE YET,GetWeather
6647,snips-train-4204,Will it be chilly in two hundred thirteen days at Dochū-Kōtsu Prefectural Natural Park,WILL IT BE CHILLY IN TWO HUNDRED THIRTEEN DAYS AT DOCHUCOTE SUPERFECTURAL NATURAL PARK,GetWeather
6648,snips-train-4205,Will the weather be okay in Northern Luzon Heroes Hill National Park 4 and a half months from now ?,WILL THE WEATHER BEOK IN NORTHERN LUS RON HEROS HILL NATIONAL PARK FOUR AND A HALF MONTHS FROM NOW,GetWeather
6649,snips-train-4206,"Does the forecast show a storm in Maquoketa , NH around July sixth ?",DOES THE FORECAST SHOW A STORM IN MACOCATA AND NATURE ROUND JULY SIX,GetWeather
6650,snips-train-4207,will there be a snowstorm in Leonville,WILL THERE BE A SNOW STORM INLIONVILLE,GetWeather
6651,snips-train-4208,how's the weather in Mowrystown,HOWSE THE WEATHER IN MOWRY'S TOWN,GetWeather
6652,snips-train-4209,Is there any snowfall in Shubuta,IS THERE ANY SNOWFALL IN SHEBUDHA,GetWeather
6653,snips-train-421,add GodMusic to my latin dance cardio playlist,ADD GOD MUSIC TO MY LATIN DANCE CARDIO PLAOLIST,AddToPlaylist
6654,snips-train-4210,Will it be chilly at 4 in Druid Hills AMerican Samoa,WILL IT BE CHILLY AT OUR AND DRUID HILLS AMERICAN SAMOA,GetWeather
6655,snips-train-4211,How cold is it in my current position ?,HOW COLD IS IT IN MY CURRENT POSITION,GetWeather
6656,snips-train-4212,What is the weather forecast for Sunset in Bouvet Island ?,WHAT IS THE WEATHER FORECAST FOR SUNSET IN BOUVAY ISLAND,GetWeather
6657,snips-train-4213,What's the weather going to be one hour from now in Taiwan,WHAT'S THE WEATHER GOING TO BE ONE HOUR FROM NOW IN TAIWAN,GetWeather
6658,snips-train-4214,What is the weather going to be like in Flint Hill in 9 years,WHAT IS THE WEATHER GOING TO BE LIKE IN FLEN TILL IN NINE YEARS,GetWeather
6659,snips-train-4215,Will it be cold this autumn in Norfolk Island,WILL IT BE COLD THIS AUTUMN IN NORFAK HISLAND,GetWeather
6660,snips-train-4216,Will it get chillier here ?,WILL IT GET CHILLIER HERE,GetWeather
6661,snips-train-4217,Will it get warmer in Holy Cross Wilderness,WILL IT GET WARMER IN HOLY CROSS WILDERNESS,GetWeather
6662,snips-train-4218,Check the forecast for Keene .,CHECK THE FORECAST FOR KEEN,GetWeather
6663,snips-train-4219,What's the weather at four pm in Honduras,WHAT'S THE WEATHER AT FOUR P  MEN HON DURES,GetWeather
6664,snips-train-422,Add another tune to my Lo mejor del Rock de España playlist.,ADDEN MOTHER TUNE TO MY LOMA HOR DELLROC DE S PON EPLAOLIST,AddToPlaylist
6665,snips-train-4220,What's the weather forecast for Spain ?,WHAT'S THE WEATHER FORECAST FOR SPAIN,GetWeather
6666,snips-train-4221,Tell me if there is wind in the forecast for Roaring River State Park,TELL ME IF THERE IS WIND IN THE FORECAST FOR ROARING RIVER STATE PARK,GetWeather
6667,snips-train-4222,what is the forecast for Tschetter Colony on Ascension Day in Oregon,WHAT IS THE FORECAST FOR CHEDDAR COLONY ON A SANCHANDE IN OREGON,GetWeather
6668,snips-train-4223,I need the weather in ND in three hundred fifty one days,I MEED THE WEATHER IN AND IN THREE HUNDRED FIFTY ONE DAYS,GetWeather
6669,snips-train-4224,"Weather for jun. ninth, 2033 in San Pierre Romania",WEATHER FOR JUNE NINTH TWENTY THIRTY THREE IN SAN PIERRE ROMANIA,GetWeather
6670,snips-train-4225,Weather for Afghanistan in one minute,WHETHER FOR ALFGANASTAN IN ONE MINUTE,GetWeather
6671,snips-train-4226,Will it be freezing in the current position ?,WILL IT BE FREEZING IN THE CURRENT POSITION,GetWeather
6672,snips-train-4227,Will it snow in Granbury ?,WILLIT SNOW AND GRANDBRE,GetWeather
6673,snips-train-4228,Is it going to be hotter in D'Lo,IS IT GOING TO BE HOTTER AND DELOW,GetWeather
6674,snips-train-4229,Will there be fog not far from Mexico on Apr. 27,WILL THERE BE FOGGED NOT FAR FROM MEXIQUAN APRIL TWENTY SEVENTH,GetWeather
6675,snips-train-423,Add a song by Szahram Nazeri to my playlist called this is jennifer lopez,ADD A SONG BY ZAREM NAUSERI TO MY PLAYALIST CALLED THIS ISGENIPHER LOPEZ,AddToPlaylist
6676,snips-train-4230,"What will the weather be like 56 weeks from now , will there be sun in Tabor ?",WHAT WILL THE WEATHER BE LIKE FIFTY SIX WEEKS FROM NOW WILL THERE BE SUN IN TABER,GetWeather
6677,snips-train-4231,Will there be a storm faraway from Chapman Ranch ?,WILL THERE BE A STORM FAR AWAY FROM CHAPMAN RANCH,GetWeather
6678,snips-train-4232,What is the weather doing in South Carolina right now ?,WHAT IS TE WEATHER DOING IN SOUTH CAROLINE A RIGHT NOW,GetWeather
6679,snips-train-4233,"What's the wather in Coleville , Kenya",WHAT'S THE WALER IN COVILLE CANIA,GetWeather
6680,snips-train-4234,"Is it forecast to be rainy in Winchell , Mississippi ?",IS IT FORECAST TO BE RAINY AND WINCHEL MISSISSIPPI,GetWeather
6681,snips-train-4235,Tell me if it'll be freezing next month in Rhode Island,TELL ME IF IT'LL BE FREEZING NEXT MONTH IN ROE D ISLAND,GetWeather
6682,snips-train-4236,What is the humidity like in Leoti,WHAT IS THE HUMIDITY LIKE IN LEOTA,GetWeather
6683,snips-train-4237,I need to know if its humid in Greenback in Mongolia,I NEED TO KNOW IF IT'S HUMID IN GREEN BACK IN MONGOLIA,GetWeather
6684,snips-train-4238,What's the weather forecast in Melcher-Dallas ?,WHAT'S THE WEATHER FORECAST IN MELCHURE DALAS,GetWeather
6685,snips-train-4239,Do you know if it will be chilly today in Puerto Rico,DO YOU KNOW IF IT WILL BE CHILLY TO DAY IN PORTORIGO,GetWeather
6686,snips-train-424,Put an album by Mohammad Reza Shadjarian in my Chillin' on a Dirt Road playlist.,PUT AN ALBAN BY MAHAMME DRES AUSHAGERIAN IN MY CHILLING ON A DIRT RODE PLAYOLEST,AddToPlaylist
6687,snips-train-4240,what is the Philippines forecast for humid weather,WHAT IS THE PHILOPENES FORECAST FOR HUMID WEATHER,GetWeather
6688,snips-train-4241,Tell me the weather forecast close by Brown County State Park for meal time,TELL ME THE WEATHER FORECAST CLOSE BY BROWN COUNTY STATE PARK FOR MEAL TIME,GetWeather
6689,snips-train-4242,What is the weather forecast in nine months within walking distance of Ohio,WHAT IS  WEATHER FORECAST IN NINE MONTHS WITHIN WALKINGG DISTANCE OF OHIO,GetWeather
6690,snips-train-4243,What weather will it be in Battlement Mesa ?,WHAT WEATHER WILL IT BE IN BATTLEMENT MESA,GetWeather
6691,snips-train-4244,What will be the night temperate in Indiana ?,WHAT WILL BE THE NIGHT TEMPERATE IN INDIANA,GetWeather
6692,snips-train-4245,will it rain today in Circleville,WILL IT RAIN TO DAY IN CIRCLE VILLE,GetWeather
6693,snips-train-4246,What's the weather here at 2 PM.,WHAT'S THE WEATHER HERE AT TWO P M,GetWeather
6694,snips-train-4247,Is it going to be humid faraway from here around dinner time,IS IT GOING TO BE HUMID FAR AWAY FROM HERE AROUND DINNER TIME,GetWeather
6695,snips-train-4248,"Can you give me the weather forecast for Nov. 9th for Lakeview Heights , LA",CAN YOU GIVE ME THE WEATHER FORECAST FOR NOVEMBER NINTH FOR LAKE VIEW HEIGHTS ELA,GetWeather
6696,snips-train-4249,What is the weather like within walking distance of the Nationalpark Drawa,WHAT IS THE WEATHER LIKE WITHIN WALKING DISTANCE OF THE NATIONAL PARK DRAHWA,GetWeather
6697,snips-train-425,Add this song to my playlist named Wild Country,ADD THIS SONG TO MY PLAYLESS NAMED WILD COUNTRY,AddToPlaylist
6698,snips-train-4250,forecast for Addo-Elefanten-Nationalpark,FORECAST FOR AUDO ELLAFONTO NATIONAL PARK,GetWeather
6699,snips-train-4251,Warren Island State Park distant Weather forecast for 11 am,WORREN ISLAND STATE PARK DISTANT WHETHER FORECAST FFOR ELEVEN A M,GetWeather
6700,snips-train-4252,Will it be hot on orthodox good friday in Michigan and close-by,WILL IT BE HOT ON ORTHODOX GOOD FRIDAY AND MICHIGARAN CLOSE BY,GetWeather
6701,snips-train-4253,Is the weather temperate in Millinocket ?,IS THE WEATHER TEMPERATE IN MILINOCKET,GetWeather
6702,snips-train-4254,what is the forecast for assumption of mary in IN for the weather depression,WHAT IS THE FORECAST FOR ASSUMPTION OF MERRY ENIN FOR THE WEATHER DEPRESSION,GetWeather
6703,snips-train-4255,what will the weather be in four weeks around Tsingy de Bemaraha Strict Nature Reserve ?,WHAT WILL THE WEATHER BE IN FOUR WEEKS AROUND SIN GI DE BMERIHOSDRIC NATURE RESERVE,GetWeather
6704,snips-train-4256,"What's the forecast for Spenard , GU ?",WHAT'S THE FORECAST FOR SPINARD GO,GetWeather
6705,snips-train-4257,what will the weather be like at noon in Brunei,WHAT WILL THE WEATHER BE LIKE AT NOON IN BRUNI,GetWeather
6706,snips-train-4258,what is the chilly forecast for Mustoe North Carolina,WHAT IS THE CHILLY FORECAST FOR MUST NORTH CAROLINA,GetWeather
6707,snips-train-4259,"Will it be warmer at 15 o'clock in Deepwater , Bonaire",WILL IT BE WARMER AT FIFTEEN O'CLOCK IN DEEP WATER BANAIR,GetWeather
6708,snips-train-426,add gn to night vibes,AGIANTO NIGHT VIBES,AddToPlaylist
6709,snips-train-4260,What is the weather forecast for Theodore Roosevelt Inaugural National Historic Site,WHAT IS TE WEATHER FORECAST FOR THEODORE ROOSEVELT AN AUGURAL NATIONAL HISTORIC SITE,GetWeather
6710,snips-train-4261,what is the colder forecast for Nationaal park Bidoup Núi Bà in a week,WHAT IS THE COLDER FORECAST FOR NATION OU PARK BY DUK NEWI BAUS IN A WEEK,GetWeather
6711,snips-train-4262,Is it supposed to be chilly in DE tonight ?,IS IT SUPPOSED TO BE CHILLY ENDE TONITE,GetWeather
6712,snips-train-4263,What is the weather like in Long Beach United Kingdom,WHAT IS THE WEATHER LIKE IN LONG BEACH UNITED KINGDOM,GetWeather
6713,snips-train-4264,"Will it be hot in New York on october the 1st, 2026 ?",WILL IT BE HOT IN NEW YORK ON OCTOBER THE FIRST TWENTY TWENTY SIX,GetWeather
6714,snips-train-4265,what is the NH forecast for Mexican Hat,WHAT IS THE N H FORECAST FOR MEXICAN HAT,GetWeather
6715,snips-train-4266,what is the weather like now in AK,WHAT IS THE WEATHER LIKE NOW IN THE ECY,GetWeather
6716,snips-train-4267,Is it snowy in Ocean Shores,IS ITS SNOWY AND OCEAN SHORES,GetWeather
6717,snips-train-4268,How hot is it in Pesotum,HOW HOT IS IT IN PISODUM,GetWeather
6718,snips-train-4269,Tell me the weather forecast thirteen seconds from now in Ukraine,TELL ME THE WEATHER FORECAST THIRTEEN SECONDS FFROM NOW A NEW GRAIN,GetWeather
6719,snips-train-427,add Metal Church to my playlist named Stress Relief,ADD MEDAL CHURCH TO MY PLAYALIST NAMES DRESS RELIEF,AddToPlaylist
