,train_index,train_sentence,kimberly_sentence,train_label
5640,snips-train-3299,Book a popular tuscan restaurant for 7 people in West Richfield,BOOK A POPULAR TUSK IN RESTAURANT FOR SEVEN PEOPLE IN WEST RICH FIELD,BookRestaurant
5641,snips-train-33,Add irving berlin to my dishwashing,ADDERVING BERLIN TO MY DICHOI SHANG,AddToPlaylist
5642,snips-train-330,add the tune to the Indie Workout playlist,ADD THE TUNE TO THE ENDY WORK OUT PLAY LEST,AddToPlaylist
5643,snips-train-3300,Book me a table for 3 at TKK Fried Chicken in Sri Lanka,BOOK ME A TABLE FOR THREE AT T K K FRIED CHICKEN IN SHRILONKA,BookRestaurant
5644,snips-train-3301,me and edith want to eat in Coventry Lake,ME AND EDITH WONT TO EAT IN GOVENTRY LAKE,BookRestaurant
5645,snips-train-3302,I want to check out a pub that has internet in Homer City .,I WANT TO CHUCK OUT A PUB THAT HAST INTERNETE IN HOME OR CITY,BookRestaurant
5646,snips-train-3303,Please book a brasserie restaurant for eight in Ireland,PLEASE BOOK A BRASS A RE RESTAURANT FOR AID IN IRELAND,BookRestaurant
5647,snips-train-3304,Book a restaurant near the City of Wakefield for 5 people.,BOOK A RESTAURANT NEAR THE CITY OF WAKEFIELD FOR FIVE PEOPLE,BookRestaurant
5648,snips-train-3305,I would like to book a goan restaurant for 8,I WOULD LIKE TO BOOK A GROAN RESTAURANT FOR EIGHT,BookRestaurant
5649,snips-train-3306,I want to book a pub in MS that serves festoni,I WANT TO BOOK A PUB IN EMAS THAT SERVES FESTONE,BookRestaurant
5650,snips-train-3307,book a table around London Borough of Ealing that is highly rated in a gluten free bar,BOOK AT TABLE AROUND LONDON BOROUGH OF YEELING THAT IS HIGHLY RATED IN A GLUDEN FREE BAR,BookRestaurant
5651,snips-train-3308,I want to book a restaurant for a year from now in Maine .,I WANT TTO BOOK A RESTAURANT FOR A YEAR ROM NOW IN MAIN,BookRestaurant
5652,snips-train-3309,I want to eat at a highly rated food court,I WANT TO EAT AT A HIGHLY RATED FOOD COURT,BookRestaurant
5653,snips-train-331,Add to playlist i love my neo soul the name national treasure book of secrets,ADD TO PLAYLIST I LOVE MY NEO SOUL THE NAME NATIONAL TREASURE BOOK OF SECRETS,AddToPlaylist
5654,snips-train-3310,need a table at a restaurant serving foie gras on halloween for two at Northern Mariana Islands,NEEDA TABLE AT A RESTAURANT SERVING VUAGRAS ON HALLOW EN FOR TWO AT NORTHERN MARIANA ISLANDS,BookRestaurant
5655,snips-train-3311,I need to book a restaurant in Utah in 5 years and a half from now,I NEED TO BOOK A RESTAURANT IN UTA IN FIVE YEARS AND A HALF FROM NOW,BookRestaurant
5656,snips-train-3312,I need a table at a steakhouse in Encino that serves meatcake,I NEED A TABLE AT A STAKE HOUSE IN ANCINO THAT SERVES MEAT GAKE,BookRestaurant
5657,snips-train-3313,"want to eat at Diners of Allentown, Pennsylvania on purim",WONT TO EAT AT DINERS A VALANTOWN PENNSYLVANIA ON PORUM,BookRestaurant
5658,snips-train-3314,"Please book a restaurant in Village Green , CA .",PLEASE BOOK A RESTAURANT IN VILLAGE GREEN C A,BookRestaurant
5659,snips-train-3315,Book the City Tavern in Holiday KS .,BOOK THE CITY TAVERN IN HOLIDAY KANZAS,BookRestaurant
5660,snips-train-3316,book a spot at the best steakhouse in Florida,BOOCA SPOT AT THE BEST STAKE HOUSE IN FLORIDA,BookRestaurant
5661,snips-train-3317,book a highly rated bar in Curacao for one,BOOK A HIGHLY RATED BAR IN CUREASOW FOR ONE,BookRestaurant
5662,snips-train-3318,"book me a restaurant for me, geneva and wilda for now in Blacksville",BOOK ME A RESTAURANT FOR ME GENEVA AND WILDAF WERE NOW IN BLACKSVELLE,BookRestaurant
5663,snips-train-3319,Book a restaurant in the Dominican Republic in one minute for a party of eight,BOOK A RESTAURANT IN THE DOMINIC AND REPUBLIC IN ONE MINUTE FOR A PARTY OF EIGHT,BookRestaurant
5664,snips-train-332,put A L Lloyd on gaming anthems,PUT E ALLLOYD ON GAMING ANTHUMS,AddToPlaylist
5665,snips-train-3320,Make me a reservation at a bar for a party of 7 in indonesian,MAKE ME A RESERVATION AT A BAR FOR A PARTY OF SEVEN IN INDENESIAN,BookRestaurant
5666,snips-train-3321,book a stuffed peppers serving bakery for 9 at Woodsfield VI,BOOK A STUFFED PEPPER SERVING BAKERY FOR NINE AT WOODS FIELD VYE,BookRestaurant
5667,snips-train-3322,book at Tavern on the Green for in 1 minute in CO,BOOK AT TAVERN ON THE GREEN FOR IN ONE MINUTE IN C O,BookRestaurant
5668,snips-train-3323,book a spot at a taverna with internet in Mississippi,BOCAS SPOT AT A TAVERNO WITHINTERNETE IN MISSISSIPPI,BookRestaurant
5669,snips-train-3324,Make a reservation for eunice thompson and elisa martin in the Virgin Islands in one minute .,MAKE A RESERVATION FOR EUNUS THOMPSON AND DELEASE MARTIN IN THE VIRGIN ISLANDS IN ONE MINUTE,BookRestaurant
5670,snips-train-3325,my brother in law and I would like to go to Guinea-Bissau for food,MY BROTHER IN LAW AND I WOULD LIKE TO GO TO GENE BESELF FOR FOOD,BookRestaurant
5671,snips-train-3326,Need a booking for a party of five at a restaurant in French Polynesia,NEED A BOOKING FOR A PARTY OF FIVE A RESTAURANT IN FRENCH POLYNESIA,BookRestaurant
5672,snips-train-3327,book a carolina style restaurant in North Korea for my grandkid and I,BUKA CAROLINA STYLE RESTAURANT IN THE NORTH COREA FOR MY GRANDGID AND DAIE,BookRestaurant
5673,snips-train-3328,book a table at a tea house in 21 hours in Northern Mariana Islands,BOOK AT TABLE AT A TEA HOUSE IN TWENTY ONE HOURS IN NORTHERN MARIANA ISLANDS,BookRestaurant
5674,snips-train-3329,book a spot for one at a restaurant in ID,BOOK A SPOT FOR ONE AT A RESTAURANT IN I D,BookRestaurant
5675,snips-train-333,add this artist to Blues Roots list,ADD THIS ARTIST TO BLOW'S ROOTS LIST,AddToPlaylist
5676,snips-train-3330,"Book a bar for six on July eighth, 2023 in the same area in Equatorial Guinea which serves rillettes .",BUCABARE FOR SIX ON JULY EIGHTH TWENTY TWENTY THREE IN THE SAME AREA IN EQUATORIAL GUINEA WHICH SERVES RELETS,BookRestaurant
5677,snips-train-3331,I want to book a restaurant for ten this summer,I WANT TTO BOOK A RESTAURANT FOR TEN THIS SUMMER,BookRestaurant
5678,snips-train-3332,Find me a table at a european bar for six in the neighboring downtown area,FIND ME A TABLE AT A EUROPEAN BAR FOR SIX IN THE NEIGHBOURING DOWNTOWN AREA,BookRestaurant
5679,snips-train-3333,Book a reservation for me and my step sister in Nebraska in two seconds,BOOK O RESERVATION FOR ME AND MY STEP SISTER IN NEBRASKA IN TWO SECONDS,BookRestaurant
5680,snips-train-3334,I want to book a pastelaria cafe in Alabama for me and my great grandfather .,I WANT TO BOOK A PASTELERIA CAFE IN ALABAMA FOR ME AND MY GREAT GRANDFATHER,BookRestaurant
5681,snips-train-3335,Book a cafeteria that serves bagels for six people.,BOOKACALFATERIA THAT SERVES BAGILS FOR SIX PEOPLE,BookRestaurant
5682,snips-train-3336,"book a highly rated gastropub that has a pastelaria in Blue Anchor , MD in 55 weeks for my brother in law and I",BOOKOHIGHLY RATED GASTROPE HALBAT HAS A PASTELERIA IN BLUE ANCHOR M D AND FIFTY FIVE WEEKS FOR MY BROTHER IN LAW AND DIE,BookRestaurant
5683,snips-train-3337,"Please book a restaurant for six members on Jul. 13, 2036",PLEASE BOOK A RESTAURANT FOR SIX MEMBERS ON JULY THIRTEEN TWENTY THIRTY SIX,BookRestaurant
5684,snips-train-3338,I'd like to eat at a restaurant around China with a party of 7 anywhere that serves ouzeri,I'D LIKE TO EAT AT A RESTAURANT AROUND CHINA WITH A PARTY OF SEVEN UNTY WHERE THAT SERVES OSERI,BookRestaurant
5685,snips-train-3339,I want to book a bar in Bonaparte Palau .,I WANT TO BOOK A BAR IN BONE APART BILLOW,BookRestaurant
5686,snips-train-334,add Chong Nee to my Spread The Gospel,AD CHONG NATAM I SPREAD THE GOSPEL,AddToPlaylist
5687,snips-train-3340,gwen carter and I want a reservation in the Dominican Republic,GWENCARTER AND I WANT A RESERVATION IN THE DOMINIC AND REPUBLIC,BookRestaurant
5688,snips-train-3341,I need a reservation for The Original House of Pies with three people in Plandome Manor PA,I NEED A RESERVATION FOR THE ORIGINAL HOUSE OF PIES WITH THREE PEOPLE IN PLANDO MANOR PENNSYLVAN NIA,BookRestaurant
5689,snips-train-3342,"I want to book a bar in Bow Mar , New Mexico",I WANT TO BOKABAR IN BEAU MAR NEW MEXICO,BookRestaurant
5690,snips-train-3343,Please book a restaurant room which serves hangtown fry dish in Jagual,PLEASE BOOK A RESTAURANT ROOM WHICH SERVES HANG TOWN FRIDISH AND JAGWAL,BookRestaurant
5691,snips-train-3344,book me a restaurant in the Northern Mariana Islands,BOOKME A RESTAURANT IN THE NORTHERN MARIANA ISLANDS,BookRestaurant
5692,snips-train-3345,party of four somewhere in SD,PARTY OF FOR SOMEWHERE IN ESTI,BookRestaurant
5693,snips-train-3346,I'd like to eat surf and turf in one minute at a bar,I'D LIKE TO EAT SURF AND TURF IN ONE MINUTE AT A BAR,BookRestaurant
5694,snips-train-3347,"book tea at The Hamburger Wagon for 3 vickie reed, melody and I in Georgia",BOOK TEA AT THE HAMBURGER WAGON FOR THREE VICKE REED MELODY AND I IN GEORGIA,BookRestaurant
5695,snips-train-3348,Book me a table for 2 in 6 years at a restaurant that serves potée,BOOK ME A TABLE FOR TWO AND SIX YEARS AT A RESTAURANT THAT SERVES POT,BookRestaurant
5696,snips-train-3349,Book a table for kristina and teresa in 1 second .,BOOK AT TABLE FOR CHRISTINA AND TERESA IN ONE SECOND,BookRestaurant
5697,snips-train-335,add i pledge allegiance to the grind to my Sinfonía Hipster playlist,ADD I PLEDGE ALLEGIANCE TO THE GRIND TO MY SYNPHONIA HIPSTER PLAYLIST,AddToPlaylist
5698,snips-train-3350,Book a table for seven in a pub in Iraq which offers gluten free food about 141 days from now .,BOOK AT TABLE FOR SEVEN IN A PUB IN A ROCK WHICH OFFERS GLUDEN FREE FOOD ABOUT ONE HUNDRED FORTY ONE DAYS FROM NOW,BookRestaurant
5699,snips-train-3351,Book me an indoor pub in Jersey,BOOK MEAN ENDOR PUBBIN JERSEY,BookRestaurant
5700,snips-train-3352,I want to take my parents and I to eat some romagna at a brasserie in North Dakota,I WANT TO TAKE MY PARENTS AND I TO EAT SOME ROMONADA BRASARI  IN NORTH TACOTA,BookRestaurant
5701,snips-train-3353,"my niece and I want to visit a food court in Callicoon , Tennessee",MY NIECE AND I WANT TO VISIT A FOOD COURT IN CALACOON TENNESSEE,BookRestaurant
5702,snips-train-3354,Book Georgetown Cupcake in Keller for tea time.,BOOK GEORGE TOWN CUP CAKE IN KELLER FOR TEA TIME,BookRestaurant
5703,snips-train-3355,Make a reservation at a tavern which serves clam cake for a party of 8 in Western Sahara .,MAKE A RESERVATION AT A TAVERN WHICH SERVES CLAM CAKE FOR A PARTY OF EIGHT IN WESTERN SAHERA,BookRestaurant
5704,snips-train-3356,I want to book a popular fast food food place in MN for my friend and I,I WANT TO BOOK A POPULAR FAST FOOD FOOD PLACE IN EMMAN FOR MY FRIEND AND I,BookRestaurant
5705,snips-train-3357,make a table reservation at the top-rated brasserie in Cotton Center,MAKE A TABLE RESERVATION AT THE TOP RADED BRASSEREE IN COTTON CENTRE,BookRestaurant
5706,snips-train-3358,book a restaurant for tortelloni for eight,BOOK A RASTAURANT FOR TORT LONY FOR EIGHT,BookRestaurant
5707,snips-train-3359,Table for 8 at a popular food court,TABLE FOR EIGHT AT A POPULAR FOOD COURT,BookRestaurant
5708,snips-train-336,add come on a cone to Power Walk playlist,ADD COME ON A CONE TO POWER WALK PLAY LEST,AddToPlaylist
5709,snips-train-3360,"Book me a reservation for an osteria campanian on Jun. the 7th, 2022",BOOKME A RESERVATION FOR A NOTERI A CAMPAN IN ON JUNE THE SEVENTH TWENTY TWENTY TWO,BookRestaurant
5710,snips-train-3361,I want to take my bf and I to get some pain perdu from a food truck,I WANT TO TAKE MY B F AND I TO GET SOME PAIN PERADU FROM A FOOD TRUCK,BookRestaurant
5711,snips-train-3362,I need a table booking for a highly rated sardinian pub .,I NEED A TABLE BOOKING FOR A HIGHLY RADED SARDINIAN PUB,BookRestaurant
5712,snips-train-3363,Please book a room in The River Café restaurant to accommodate eight members in Andorra,PLEASE BOOK A ROOM IN TE RIVER CAFE RESTAURANT TO ACCOMMODATE EIGHT MEMBERS IN ANDORA,BookRestaurant
5713,snips-train-3364,book a highly rated place in IN in seven years at a pub,BOOK A HIGHLY RATED PLACE IN IN IN SEVEN YEARS AT A PUB,BookRestaurant
5714,snips-train-3365,book a spot for my colleague and I at a pizzeria with a pool in Owings Mills Wisconsin,BOOK A SPOT FOR MY COLLEAGUE AND IATAPETE SERHEA WITH A POOL IN NOWING'S MILLS WISCONSIN,BookRestaurant
5715,snips-train-3366,table for 1 please,TABLE FFOR ONE PLEASE,BookRestaurant
5716,snips-train-3367,book a spot for 6 at a tea house in Tokelau,BOOK A SPOT FOR SIX AT A TEA HOUSE IN TOKE ALLOW,BookRestaurant
5717,snips-train-3368,Book a table for 1 at RingSide Steakhouse in Hurricane .,BOOK AT TABLE FOR ONE AT RINGSIDE STAKE HOUSE IN HURRICANE,BookRestaurant
5718,snips-train-3369,book a spot for nine near Togo,BOOK A SPOT FOR NIN NEAR TOGO,BookRestaurant
5719,snips-train-337,put this album on my Wild Country playlist,PUT THIS ALBAM ON MY WILD COUNTRY PLAYLEST,AddToPlaylist
5720,snips-train-3370,need a table at a highly rated restaurant within walking distance from downtown for luisa and I,NEED A TABLE AT A HIGHLY RATED RESTAURANT WITHIN WALKING DISTANCE FROM DOWN TOWN FOR LOUISE SAW AND I,BookRestaurant
5721,snips-train-3371,Book a table for 10 people on bunker hill day at a food court which serves spätzle in Monaco,BOOK A TABLE FOR TEN PEOPLE ON BUNKER HILL DAY OT OF FOOD COURT WHICH SERVES SPATSIL IN MONACO,BookRestaurant
5722,snips-train-3372,I need a booking for seven people at Metropolitan Museum of Art .,I NEED A BULKING FOR SEVEN PEOPLE AT METROPOLITAN MUSEUM OF ART,BookRestaurant
5723,snips-train-3373,I want to take four friends to the pub for some tuna casserole,I WANT TO TAKE FOUR FRIENDS TO THE PUB FOR SOME TUNA CASSEROLE,BookRestaurant
5724,snips-train-3374,book a highly rated place for 8 at a restaurant,BOOK O HIGHLAY RATED PLACE FOR EIGHT AT A RESTAURANT,BookRestaurant
5725,snips-train-3375,"Book a table for 5 people in Goodland , AK .",BOOK AT TABLE FOR FIVE PEOPLE IN GOODLAND A K,BookRestaurant
5726,snips-train-3376,Find a reservation for eight at Rhodes Twenty Four in GU,FIND A RESERVATION FOR AID AT RODES TWENTY FOUR IN GOUL,BookRestaurant
5727,snips-train-3377,Book a reservation for a pub serving gateau in MS,BOOK OR RESERVATION FOR A PUMP SERVING GATEAU IN AMAS,BookRestaurant
5728,snips-train-3378,in a week make a reservation for a table of 7 in District Of Columbia,IN A WEEK MAKE A RESERVATION FOR A TABLE OF SEVEN IN DISTRICT OF COLUMBIA,BookRestaurant
5729,snips-train-3379,"Book a table for 10 people at Harry’s Bar , Benin .",BOOK AT TABLE FOR TEN PEOPLE AT HARRY'S BARR BENINE,BookRestaurant
5730,snips-train-338,Add El Noi de la Mare to The New Waltz playlist,ADELL NOID E LAWMERE TO THE NEWWALTZ PLAYLIST,AddToPlaylist
5731,snips-train-3380,I need a reservation for Harveys this Winter in neighboring Wisconsin for terri and I,I NEED A RESERVATION FOR HARVEYS THIS WINTER IN NEIGHBOURING WISCONSIN FOR TERRY AND I,BookRestaurant
5732,snips-train-3381,Book a table at Laurie Beechman Theatre for a party of 4 in Utah,BOOK A TABLE AT LORRY BEACHMAN THEATRE FOR A PARTY OF FOR IN UTAH,BookRestaurant
5733,snips-train-3382,I want to be Main Deli Steak House near Hendley .,I WANT TO BE MAIN DELLY STAKE HOUSE NEAR HANDLAK,BookRestaurant
5734,snips-train-3383,Book me a table for me and my nephew near my location at an indoor pub,BOOK ME A TABLE FOR ME AND MY NEPHEW NEAR MY LOCATION AT AN ENDOOR PUB,BookRestaurant
5735,snips-train-3384,Set me up with a table at a bar with salade for 5,SET ME UP WITH A TABLE ADD A BAR WITH SALADE FOR FIVE,BookRestaurant
5736,snips-train-3385,Book a table for april twenty-second at a pub which serves creole,BOOK AT TABLE FOR APRIL TWENTY SECOND T A PUB WHICH SERVES CREOLE,BookRestaurant
5737,snips-train-3386,sofia phillips and winifred walker want to dine at a mughlai restaurant in LA on Nov. the 1st,SOPHIA OF PHILLIPS AND WINIFRED WALKER WONT TO DINE AT A MOOGLIE RESTAURANT IN ALEE ON NOVEMBER THE FIRST,BookRestaurant
5738,snips-train-3387,"I need to reserve two seats to eat at in Salina , Alabama .",I NEED TO RESERVE TWO SEATS TO EAT ATINSELENA ALABAMA,BookRestaurant
5739,snips-train-3388,Book a bakery with smoking room for nine in Niger .,BOOK ABAKERY WITH SMOKING ROOM FOR NINE IN NYDERE,BookRestaurant
5740,snips-train-3389,Lets go far to The Wolseley in Maine,LET'S GO FAR TO THE WOLSLEY AND MAIN,BookRestaurant
5741,snips-train-339,Add this adam clayton tune to sxsw fresh playlist,ADD THE SADAM CLAYTON TUN TO ASEXS W FRESH PLAY LEST,AddToPlaylist
5742,snips-train-3390,I want a table for my grandson and I somewhere in Arkansas,I WANT A TABLE FOR MY GRANDSON AND I SOMEWHERE IN THE ARKAN SAW,BookRestaurant
5743,snips-train-3391,Book an outdoor restaurant .,WIKAN OUTDOOR RESTAURANT,BookRestaurant
5744,snips-train-3392,I want a table for 9 in Loyola at Gus Stevens Seafood Restaurant & Buccaneer Lounge,I WANT A TABLE FFOR NINE IN LOYOLA AT GUS STEPHEN SEE FOO RESTAURANT AND BUCCANEER LOUNGE,BookRestaurant
5745,snips-train-3393,Book me a table at The Goof for a party of eight in the state of NV,BOOK ME A TABLE AT THE GOOFH FOR A PARTY OF EIGHT IN THE STATE OF ENV,BookRestaurant
5746,snips-train-3394,Looking for a tibetan restaurant and need reservations for 1 .,LOOKING FOR A TOBETON RESTAURANT AND NEED RESERVATIONS FOR ONE,BookRestaurant
5747,snips-train-3395,I need a reservation for Orthodox Good Friday,I NEED A RESERVATION FOR LORTHODOX GOOD FRIDAY,BookRestaurant
5748,snips-train-3396,book a table at a restaurant in Saudi Arabia that serves presskopf,BOOK AT TABLE AT A RESTAURANT IN SOWDY ARABIA THAT SERVES PRUSCHCOP,BookRestaurant
5749,snips-train-3397,"Book a reservation for a parry of eight for a restaurant in Birch River , MO",BOOK A RESERVATION FOR A PERRY OF EIGHT FOR A RESTAURANT IN BIRCH RIVER MO,BookRestaurant
5750,snips-train-3398,I need to book a tropézienne restaurant six hours from now,I MEED TO BOGETROIZIAN RESTAURANT SIX HOURS FROM NOW,BookRestaurant
5751,snips-train-3399,Lets go eat this fall at any restaurant that has parking in Finland,LET'S GO EAT THIS FULL AT ANY RESTAURANT THAT HAS PARKING IN INLAND,BookRestaurant
5752,snips-train-34,Add As I Was Going to St Ives to the fantasía playlist.,ADD AS I WAS GOING TO SAINT IVES TO THE FONTA SEA PLAY LEST,AddToPlaylist
5753,snips-train-340,add Tim Ryan to my Grime Shutdown playlist,AD TEMRIAN TO MY GRIME SHUT DOWN PLAYLIST,AddToPlaylist
5754,snips-train-3400,Make me a reservation in NH for a party of two at a restaurant close by,MAKE ME A RESERVATION IN ANAGE FOR A PARTY OF TWO AT A RESTAURANT CLOSE BY,BookRestaurant
5755,snips-train-3401,book a spot for 3 in Egypt at five,BOKA SPOT FFOR THREE IN EGYPT AT FIVE,BookRestaurant
5756,snips-train-3402,Book a table at T-Rex distant from Halsey St .,BOOK AT TABLE A TIRX DISTANT FROM HALSEY ST,BookRestaurant
5757,snips-train-3403,Make reservations at a restaurant in Adrian that serves cheese steak,MAKE RESERVATIONS AT A RESTAURANT IN ADRIAN THAT SERVES CHEESE STAKE,BookRestaurant
5758,snips-train-3404,Can you get me a table at a tavern in Slovakia,CAN YOU GET ME A TABLE AT A TAVERN INSLOW VACHIA,BookRestaurant
