,train_index,train_sentence,joey_sentence,train_label
6956,snips-train-4483,Will it be warmer now in Covenant Life,NEEDED BE WARMER NOW INCOVENANT LIFE,GetWeather
6957,snips-train-4484,What is the weather in twenty three minutes in NV,WHAT IS THE WEATHER IN TWENTY THREE MINUTES IN ENVY,GetWeather
6958,snips-train-4485,Will it be colder in Delaware ?,NAN IT BECAMIER AND DON'T AWARE,GetWeather
6959,snips-train-4486,Will it get hotter in Zenith CT ?,WE WUNT GET HARTER AND ZEME IF CONEDIQUATE,GetWeather
6960,snips-train-4487,Is it hotter close by Waubay ?,IS IT HOT OR CLOSE BY WALL BEE,GetWeather
6961,snips-train-4488,what is the current spot forecast for far areas and warmer temps,WHAT IS THE CURRENT SPOT FORECAST FOR FAR AREAS IN WARMER TERMES,GetWeather
6962,snips-train-4489,Is it overcast in Ziwa Rhino Sanctuary ?,IS IT OVERCASTIM ZI WARINO SANCTUARY,GetWeather
6963,snips-train-449,Add Nicole Mitchell to my Soul Revived list,AGNICAL MICHEL TO MY SOUL REVIVED LIST,AddToPlaylist
6964,snips-train-4490,Will there be sun in the Manassas National Battlefield Park ?,WILL THERE BE SUMMON THE MONASUS NATIONAL BATTLEFIELD PARK,GetWeather
6965,snips-train-4491,What is the weather in South Bradenton,WHAT IS THE WEATHER IN SOUTH BRAID ON HIM,GetWeather
6966,snips-train-4492,What's the weather this month in Mozambique,WHAT'S THE WEATHER THIS MONTH IN MOSAM BEG,GetWeather
6967,snips-train-4493,Is it going to rain at my current position,IS IT GOING TORENA MYCORENT POSITION,GetWeather
6968,snips-train-4494,What's the weather looking like right now in Croatia ?,WHAT'S THE WEATHER LOOKING LIKE RIGHT NOW IN CROATIA,GetWeather
6969,snips-train-4495,what is the forecast for the current spot for cloudy conditions,WHAT IS THE FORECAST FOR THE CORRENT SPOT FOR CLOUDY CONDITIONS,GetWeather
6970,snips-train-4496,what is the Baotianman National Nature Reserve forecast,WHAT IS THE BAYOCEAN THE NATIONAL NATURE RESERVE FORECAST,GetWeather
6971,snips-train-4497,What is the weather in Hadar,WHAT IS THE WEATHER INTO DA,GetWeather
6972,snips-train-4498,"What is the weather like in Roeland Park , Guadeloupe ?",WATERS THE WEATHER MARK AND RAIND PALCK DOUTEMEN,GetWeather
6973,snips-train-4499,What is the weather forecast in Spaulding Morocco,WHAT IS THE WORTHER FORECAST OF SPAGRIN ROCCO,GetWeather
6974,snips-train-45,add tune to Soft Rock playlist,ADD TUME TO SOFT ROCK POILOST,AddToPlaylist
6975,snips-train-450,I want to add Up to the Mountain to my playlist with the title Women of Indie,I WANT TO ADD UP TO THE MOUNTAIN TO MY PLAYALIST WITH THE TITAL WOMEN OF ENVY,AddToPlaylist
6976,snips-train-4500,Will it be warm in the current place next spring,WE COULD BE WARM IN THE CONGE PLACE NEXT SPRING,GetWeather
6977,snips-train-4501,"Tell me when it will be chilly in Chicken , United Kingdom",TELL ME WHEN IT WILL BE CHILY AND CHICKEN UNITED KINGDOM,GetWeather
6978,snips-train-4502,I need a weather update now for Manhattan Project National Historical Park,I NEED A WEATHER OF THE NEL FOR MAN HADENT PRONJUCE NATIONAL HISTORICAL PARK,GetWeather
6979,snips-train-4503,"What's the weather forecast for Aug. 8, 2020 at my current location ?",WHAT'S THE WEATHER FORECAST FOR AUGUST TATHE TWENTY TWENTY OF MY KIND LOCATION,GetWeather
6980,snips-train-4504,Is it going to be warmer in Town Kelloe Bank ?,IS IT GOING TO BE WARMER IN TOWN KELLO BANK,GetWeather
6981,snips-train-4505,Can you tell me the weather forecast for Samoa,CAN YOU TELL ME THE WEATHER FORECAST FOR SIMOA,GetWeather
6982,snips-train-4506,what will the weather be in FL on 1/11/2030,WHAT WILL THE WEATHER BE AN F L ON JANUARY ELEVENTH TWENTY THIRTY,GetWeather
6983,snips-train-4507,"Will be warm in Hallwood , Kosovo ?",MAY BE WON AN HARWOOD CUCIFEL,GetWeather
6984,snips-train-4508,what will the weather be in East New Market Antarctica,WHAT WILL THE WEATHER BE A MEESE NE MARKET ANTURTUTO,GetWeather
6985,snips-train-4509,Is rainfall forecast for Flying Hills ?,HIS RAINFALL FORECAST FOR FLYING HILLS,GetWeather
6986,snips-train-451,Add a tune to this is wagner,ADD A TEND TO THIS IS VOLGMOR,AddToPlaylist
6987,snips-train-4510,forecast for Wisconsin at 10 PM.,FORECAST FORWESCONSIN AND TEN P M,GetWeather
6988,snips-train-4511,What will the weather be like 1 second from now in Pugu Hills Forest Reserve,WHAT WILL THE WEATHER BE LIKE ONE SECOND FOR MAUN PUMBUHILL'S FOREST RESERVE,GetWeather
6989,snips-train-4512,what is the cold forecast for our current position,WHAT IS THE COMTE FORECAST FOR OUR KIND POSUCIAN,GetWeather
6990,snips-train-4513,"What is the weather forecast for July 20, 2020 in Dachigam-Nationalpark",WHAT IS THE WEATHER FORECAST FOR JULY TWENTIETH TWENTY TWENTY IN DOCINAM NATIONAL PAR,GetWeather
6991,snips-train-4514,Is it hot in FL,USID HAURTING AIRFILL,GetWeather
6992,snips-train-4515,Will it snowstorm neighboring the Rio Grande Wild and Scenic River on feb. the second ?,WILL AT SNOWSTORM NEIGHBORING THE REO GRAND WILD AND SENIC RIVER ON FEBRUARY THE SECOND,GetWeather
6993,snips-train-4516,How will the weather be in 11 years from now in the same area of Florida ?,HOW WILL THE WEATHER BE AN ELEVEN YEARS FROM NOW IN THE SAME ARIA OF FLORIDA,GetWeather
6994,snips-train-4517,What's the weather going to be like here at ten am,WHAT'S THE WEATHER GOING TO BE LIKE HERE AT TENEM,GetWeather
6995,snips-train-4518,"What will the weather be like at eight PM in Bon Air , Uruguay",WHAT WILL THE WEATHER BE LIKE OF EIGHT P M IN BAN AIR YURIQUIR,GetWeather
6996,snips-train-4519,Will it be warm in Powersville Guam 23 hours from now,WE WULD BE WARM IN POWERS VIGWAM TWENTY THREE HOURS FROM NOW,GetWeather
6997,snips-train-452,add abrar ul haq to Confidence Boost,ARDEBRAIR A HAWK TO CONFIDENCE BOOST,AddToPlaylist
6998,snips-train-4520,Is it supposed to be stormy in Seagraves,IS IT SUPPOSED TO BE STORMY AN SEGRTIVES,GetWeather
6999,snips-train-4521,How much sun will there be at 070343 PM. in Jones Chapel ?,HOW MUCH SON WILL THERE BE AT O SEVEN O THREE FOUR THREE P M IN JONES CHAPEL,GetWeather
7000,snips-train-4522,What is the weather like at Basaseachic Falls National Park,WHAT IS THE WEATHER LIKE AT BESASA SHEK FALLS NATIONAL PARK,GetWeather
7001,snips-train-4523,"Tell me the weather forecast for april 15, 2019 here",TELL ME THE WEATHER FORECAST FOR APRIL FIFTEENTH TWENTY NINETEEN HERE,GetWeather
7002,snips-train-4524,Will there be a storm six weeks from now in Albania ?,WILL THERE BE A STORM SIX WEEKS FROM NOW IN ALBANIA,GetWeather
7003,snips-train-4525,"What's the weather forecast for neighboring Delft National Park on aug. the 8th, 2028",WHAT'S THE WEATHER FORECAST FOR NEIGHBORING DELP NATIONAL PARK ON AUGUST THE EIGHTH TWENTY TWENTY EIGHT,GetWeather
7004,snips-train-4526,Will it get overcast in La Dolores ?,WE COULD GET OVERCAST IN MADELORUS,GetWeather
7005,snips-train-4527,What's the forecast for Walker Bay Nature Reserve for next year ?,WHAT'S THE FORECAST OR A WALKER BAY MAJOR RESERVE FOR NEXT YEAR,GetWeather
7006,snips-train-4528,What is the weather like now in Washington,WHAT IS THE WEATHER LIKE NOW IN WASHINGTON,GetWeather
7007,snips-train-4529,What is the weather forecast for Midnight in DC ?,WHAT IS THE WEATHER FORECAST FOR MIDNIGHT AND D C,GetWeather
7008,snips-train-453,Add The Maid of Amsterdam to my 80s smash hits,ADD THE MAID OF AMSTERDAM TO MAETES SMASH HETS,AddToPlaylist
7009,snips-train-4530,Is it going to be warmer in Central Cebu Protected Landscape,IS IT GOING TO BE WARMER AND CENTRAL SEBU PROTECTED LANDSCAPE,GetWeather
7010,snips-train-4531,show weather forecast in West Wildwood South Carolina,SHOW WHETHER FORECAST AND WEST WILDWARD SOUTH CAROLINA,GetWeather
7011,snips-train-4532,what is the forecast for next may in Zambia,WHAT IS THE FORECAST FOR NEXT MILLIONS AMBIA,GetWeather
7012,snips-train-4533,Need to see if there will be fog,NEED TO SEE IF THERE WILL BE FALL,GetWeather
7013,snips-train-4534,Is there rain in Afghanistan,IS THERE RAIN ENOUGH GAMELSTONE,GetWeather
7014,snips-train-4535,Weather for Oct. 16 in MO,WHETHER FOR OCTOBER SIXTEENTH OF MO,GetWeather
7015,snips-train-4536,Weather within the same area as Qatar at four,WHETHER WITHIN THE SAME AREA AS GO TARAD FOUR,GetWeather
7016,snips-train-4537,"Will it be cold in Allardt , Aruba ?",WILL IT BE COLD TO MALARD A ROOMBE,GetWeather
7017,snips-train-4538,"What is the weather going to be like in twenty three minutes in Parksdale , IN",WHAT IS THE WEATHER GOING TO BE LIKE IN TWENTY THREE MINUTES IN PARKSTAIL IN,GetWeather
7018,snips-train-4539,Weather for Cougar Canyon Wilderness,WHITHER FOR COUNGER CANYON WILDERNESS,GetWeather
7019,snips-train-454,I want to add this song to my Infantil playlist,I WANT TO ADD THIS SONG TO MY INFANT TO YOUR PALEST,AddToPlaylist
7020,snips-train-4540,What's the weather like in Kaltag ?,WHAT'S THE WEATHER LIKE AND CAWTAG,GetWeather
7021,snips-train-4541,what is the MT forecast for 22,WHAT IS THE MOUND FORECAST FOR TWENTY TWO,GetWeather
7022,snips-train-4542,Is it going to be foggy at two am in Barberville,IS IT GOING TO BEFAGGI  AT TU M IN BARBERVILLE,GetWeather
7023,snips-train-4543,"How cold is it going to be in San Marcial , AK in one second ?",HOW COLD IS IT GOING TO BE IN SAN MARSHJAW ACE IN ONE SECOND,GetWeather
7024,snips-train-4544,"what is the weather in current location on december the 23rd, 2027",WHAT IS THE WEATHER IN CURRENT LOCATION ON DECEMBER THE TWENTY THIRD TWENTY TWENTY SEVENH,GetWeather
7025,snips-train-4545,Will it snow in my current location,WEGIT SNOWING MY COID YOCATION,GetWeather
7026,snips-train-4546,Is the forecast windy in Nigeria on Nov. the 6th,IS THE FORECAST TWENDINE NIGERIA ON NOVEMBER SIXTH,GetWeather
7027,snips-train-4547,is it supposed to be sunny here ?,IS IT SUPPOSED TO BE SONY HERE,GetWeather
7028,snips-train-4548,I'd like to know how the weather will be at 8 pm in Tennessee .,I'D LIKE TO KNOW HOW THE WEATHER WILL BE AT EIGHT P M AND TENNESSEE,GetWeather
7029,snips-train-4549,What will the the weather be like close to Bailey's Crossroads at 050034 am ?,WHAT WILL THER THE WEATHER BE LIGHT CLOSE TO BAILEY'S CROSSRODS AT O FIVE OOR THREE FOUR A M,GetWeather
7030,snips-train-455,Put Mike McCready in the kitchen swagger playlist.,PUT MIKMCCREEDI IN THE KITCHEN SWAGGER PAILEST,AddToPlaylist
7031,snips-train-4550,What's the weather in Gabon,WHAT'S THE WEATHER IN GABONE,GetWeather
7032,snips-train-4551,Give me the weather forecast for here,GIVE ME THE WEATHER FORECAST FOR HERE,GetWeather
7033,snips-train-4552,What is the weather forecast in six weeks in LA,WHAT IS THEE WEATHER FORECAST IN SIX WEEKS IN OEE,GetWeather
7034,snips-train-4553,Will it be chilly 17 hours from now in Cold Creek Conservation Area,WILL IT BE CHILLY SEVENTEEN HOURS FROM NOW IN COLD CREEK CONSERVATION AREA,GetWeather
7035,snips-train-4554,what is the weather starting at 114752 for South Africa,WHAT IS THE WEATHER STARTING AT ONE HUNDRED FOURTEEN THOUSAND SEVEN HUNDRED FIFTY TWO FOR SOUTH AFRICA,GetWeather
7036,snips-train-4555,Will there be a snowfall here in the neighboring areas?,WILL THERE BE A SNOWFALL HERE IN THE NEIGHBORING AREAS,GetWeather
7037,snips-train-4556,will it be warm within walking distance of Saint Pierre and Miquelon,WEWUD BE WARM WITHIN WALKING DISTANCE OF SAINT PIERRE AND MICUAN,GetWeather
7038,snips-train-4557,"What will the weather be in Bayside on Sep. 21, 2034 ?",WHAT WILL THE WEATHER BEING BASIDE ON SEPTEMBER TWENTY FFIRST TWENTY THIRTY FOUR,GetWeather
7039,snips-train-4558,Is there going to be any cloud cover today at McCracken in AZ ?,IS THERE GOING TO BE ANY CLOUD COVER TO DAY AT MAC CRACKIN AN AS,GetWeather
7040,snips-train-4559,Is the forecast colder in Idaho 1 second from now,IS THE FORECAST COLDER IN IDEHO ONE SECOND FROM NOW,GetWeather
7041,snips-train-456,add let the season in to my lo-fi love,AD LET THE SEASON INTO MY LOW FILE OFF,AddToPlaylist
7042,snips-train-4560,what is the storm forecast in the same area of Honduras,WHAT IS THE STORM FORECAST IN THE SAME AREA OF HONDERUS,GetWeather
7043,snips-train-4561,"Tell me if it'll be freezing in 5 years in Rockholds , Norfolk Island",TELL ME IF IT'LL BE FREEZING IN FIVE YEARS IN ROCK HOLDS NOR FOCALONT,GetWeather
7044,snips-train-4562,Is it windy in Nauru ?,IS IT WINDY AN NOMBER,GetWeather
7045,snips-train-4563,what is the Niceville forecast in FM,WHAT IS THE NICEVILE FORECAST IN EPIM,GetWeather
7046,snips-train-4564,What is the weather in Lloyd Equatorial Guinea,WHAT IS THE WEATHER IN MOIDY QUITORIAL GINEA,GetWeather
7047,snips-train-4565,is it going to be windy faraway from the Valley of Fire,IS IT GOING TO BE WINDY FAR AWAY FROM THE VALLEY OF FIRE,GetWeather
7048,snips-train-4566,What is the weather forecast nearby SC,WHAT IS THE WEATHER FORECAST NEAR BY AS C,GetWeather
7049,snips-train-4567,Will it be colder in San Pablo today ?,WILL I BE COLDER IN SAM PAUBLO TO DAY,GetWeather
7050,snips-train-4568,What's the weather in Stamps,WHAT'S THE WORTHERIN STAMPS,GetWeather
7051,snips-train-4569,Is there a depression going on in Uganda,IS VERY DEBRUSSIAN GOING ON IYUGENDA,GetWeather
7052,snips-train-457,Add the pop tarts to my this is astor piazzolla playlist,ADD THE POMPH TARTS TO MYTHIS IS ASTORPIASOLOPLALIST,AddToPlaylist
7053,snips-train-4570,"Will it be hot in West Union , Malaysia",WULER BE HOT IN WEST UNION MELATIA,GetWeather
7054,snips-train-4571,What is the foreast for my current location,WHAT IS THE FOREST FOR MY KIND LOCATION,GetWeather
7055,snips-train-4572,What's the weather forecast for MI for August 20th ?,WHAT'S THE WEATHER FORECAST FROM ME FOR AUGUST TWENTIETH,GetWeather
7056,snips-train-4573,Will it hail in 1 second on Riceboro Delaware,WENGED HAILIN ONE SECOND ON RYSPUR DELAWARE,GetWeather
7057,snips-train-4574,What's the weather forecast for my current position ?,WHAT'S THE WOTHIER FORECAST FOR MY KIND POSITION,GetWeather
7058,snips-train-4575,What is the weather like in Midfield Iowa today,WHAT IS THE WEATHER LIGHT AND MIDFIEL DIE WAT TO DAY,GetWeather
7059,snips-train-4576,Tell me if it'll be freezing this year in ID,TELL ME IF IT'LL BE FREEZING THIS YEAR AND I D,GetWeather
7060,snips-train-4577,Is it snowy in Audra State Park or within the same area,IS IT SNOWING IN ALLDRA STATE PARK OR WITHIN THE SAME AREA,GetWeather
7061,snips-train-4578,Will it blizzard today in Sint Maarten,WILIRK BLUZAR DE DA M SINT MARTIN,GetWeather
7062,snips-train-4579,What's the weather in Piperton Rwanda,WHAT'S THE WEATHER IN PIPUTINWONDER,GetWeather
7063,snips-train-458,add this elbridge bryant song to my inyección musical playlist,ADD THE SELBRIDGE BRYAN SONG TO MY ENUX YON MUSICAL PLAILIST,AddToPlaylist
7064,snips-train-4580,What's the weather forecast for Porphyry Island Provincial Park right now,WHAT'S THE WAY THE'RE FORECAST FOR PORFYRY ISLAND PROVINCIAL PARK RIGHT NOW,GetWeather
7065,snips-train-4581,Is it humid in Kuwait,IS IT HUMAN IN QUAIT,GetWeather
7066,snips-train-4582,Will it be warm in Cotati in Guinea-Bissau,RUUD BE WARM AND GUTADIAND GUINE BASAL,GetWeather
7067,snips-train-4583,"Will the weather be temperate on jan. the thirteenth, 2028 at Christmas Island ?",WILL THE WEATHER BE TEMPERATE ON JANUARY THE THIRTEENTH TWENTY TWENTY EIGHT A CHRISTMAS ISLAND,GetWeather
7068,snips-train-4584,Please tell me the forecast for here,PLEASE TELL ME THE FORECAST FOR HERE,GetWeather
7069,snips-train-4585,How will be the weather in Waltersville in one hour ?,HOW WILL BE THE WEATHER IN WALTERSVILLE IN ONE AUA,GetWeather
7070,snips-train-4586,what is the forecast for the current position,WHAT IS THE FORECAST FOR THE CARRENT POSITION,GetWeather
7071,snips-train-4587,What's the weather going to be like tomorrow at Black Hawk State Park ?,WHAT'S THE WEATHER GOIN TO BE LIKE TO MORAL A BLACK HAWK STATE PARK,GetWeather
7072,snips-train-4588,"what will the weather be in Lago Vista on October fourteenth, 2022",WHAT WILL THE WEATHER BE IN LONGO VISTA ON OCTOBER FOURTEEN TWENTY TWENTY TWO,GetWeather
7073,snips-train-4589,Will it be snowy in Parnell ?,WEON'T BE SNOWY IN PORTINEAU,GetWeather
7074,snips-train-459,add a tune in women of classical,ADD A TUNAN WOMEN OF CLASSICAL,AddToPlaylist
7075,snips-train-4590,how much humidity in Mancos,HOW MUCH HUMILITY IN MAN GOES,GetWeather
7076,snips-train-4591,Tell me if it will be windy here,TELL ME IF IT WILL BE WONDY HERE,GetWeather
7077,snips-train-4592,Will it be snowy here soon,WEL'T BE SNOWY HERE SOON,GetWeather
7078,snips-train-4593,What is the forecast in Lono,WHAT IS THE FORECAST AN MONO,GetWeather
7079,snips-train-4594,is it going to get colder in Parc national marin Mahatma Gandhi,IS IT GOING TO GET COLER IN PARK NATIONAL MARIN MAHAT MAGRONDI,GetWeather
7080,snips-train-4595,Is it colder faraway from my current spot ?,IS IT COLDER FAR AWAY FROM MY COLLEGE SPOT,GetWeather
7081,snips-train-4596,Is there a blizzard coming tomorrow in Methuen Uganda,IS THER A BLIZZARD CALLING TO MORAL IN METHUANUGANDA,GetWeather
7082,snips-train-4597,Tell me when it'll be cloudy in Woodport,TELL ME WHEN ITON'T BE CLOUDY IN WOODPORT,GetWeather
7083,snips-train-4598,Will the weather be temperate 22 minutes from now in Alba,WILL THE WEATHER BE TEMPERAR TWENTY TWO MINUTES FROM NOW AN ALBA,GetWeather
7084,snips-train-4599,What is the forecast for march the twelfth faraway from Pine Mountain State Resort Park,WHAT IS THE FORECAST FOR MARCH THE TWELFTH FAR AWAY FROM PIMEMOUNTIN STATE RESORT PARK,GetWeather
7085,snips-train-46,add to laundry playlist with this song,AD TO LAUNDRY PLAYLIST WITH THIS SONG,AddToPlaylist
7086,snips-train-460,Add this artist to my grandes unplugged playlist,ADD THIS ARTIST TO MY GRAN'S UNPODPLALIST,AddToPlaylist
7087,snips-train-4600,Will it be cold at 1 am in Boon ?,WILL IT BE COLD AT ONE A AM AND BOM,GetWeather
7088,snips-train-4601,What's the weather forecast not far from here ?,WHAT'S THE WOATHER FORECAST NOT FAR FROM HERE,GetWeather
7089,snips-train-4602,what will the weather be like in fourteen hours in Eastville,WHAT WILL THE WEATHER BE LIKIN FOURTEEN HOURS IN MISHVILLE,GetWeather
7090,snips-train-4603,"Will it be rainy this Monday in Le Center , Thailand",WILL IT BE RAINY THIS MONDA IN LECENTER TANLYAN,GetWeather
7091,snips-train-4604,Forecast for 11 am in Nauru,FORECAST FOR A LOVIN A EMINAMERU,GetWeather
7092,snips-train-4605,What is the temperature at Eifel National Park,WHAT IS THE TEMPERATURE A HIGH FILL NATIONAL PARK,GetWeather
7093,snips-train-4606,Will it be warmer in Minidoka OK on good friday ?,NED BE ONE ARM IN DONKE INKYHAMMER ON GOOD FARTHER,GetWeather
7094,snips-train-4607,What is the current weather forecast for Diamondville ?,WHAT IS THE CURRENT WHETHER FORECAST FROU DIAMOND VILLE,GetWeather
7095,snips-train-4608,what is the Oct. 10 forecast for Cuyabeno Wildlife Reserve,WHAT IS THE OCTOBER TENTH FORECAST FOR CUIBINO WILD LIFE RESERVE,GetWeather
7096,snips-train-4609,what is the depression forecast for in five years in Altyn-Emel-Nationalpark,WHAT IS THE DEPRESSION FORECAST FOR IN FIVE YEARS AN ALTINANIL NATIONAL PAR,GetWeather
