,train_index,train_sentence,brian_sentence,train_label
4963,snips-train-269,add The Darkest Red to this is jennifer lopez,OF THE DARKEST READ TO THIS AS JOUNYPHILOPES,AddToPlaylist
4964,snips-train-2690,book a food court indoor at Penermon for my step father and I,BAKREFED CLICIN DART PERMANENT FOR MY STEP FATHER AND DY,BookRestaurant
4965,snips-train-2691,I would like to book a restaurant in Poncha Springs for 8 at 0032 am,I WOULD LIKE TO BOOKA RESTAURANT IN PUNCTUOU SPRINGS FRATED O O THREE TWO A M,BookRestaurant
4966,snips-train-2692,Book a restaurant in Pinecliffe Missouri this month .,BOCO RESTAURANT IN PINECLIFF MONSIEURY THIS MONTH,BookRestaurant
4967,snips-train-2693,I'd like to eat at a highly rated swiss restaurant in Irma at two pm,I'D LIKE TO EAT AT A HIGHLY RATED SWIS RESTAURANT INO MO A TO P M,BookRestaurant
4968,snips-train-2694,Book me seats for 6 at the best brasserie that serves marche neighboring my hostel,BOOKMAY SEATS FOR  SIX OF THE BEST BRASSERY THAT SERVES MARKE NEIGHBOURING MY HOSTEL,BookRestaurant
4969,snips-train-2695,Book a table at the WWE The World in South Korea .,BOOK O TABLE AT THE W WY THE WORLD IN SOUTH'S CAREER,BookRestaurant
4970,snips-train-2696,I need a table at T-Rex for nine in Brunei,I NEED A TABLE AT TEA WRECKS FOR MIME IN BRUW MI,BookRestaurant
4971,snips-train-2697,table for 5 AM . at Baker’s Keyboard Lounge,TABLE FOR FIVE A M AT BREAKERS KEY BOARD LOUNGE,BookRestaurant
4972,snips-train-2698,I'd like to eat at a bar that serves corn relish with a party of five,I'D LIKE TO EAT ER TO BA THAT SERVES COMB RELISH WITH A PARTY OF FIVE,BookRestaurant
4973,snips-train-2699,I'd like to eat at ten PM. anywhere neighboring to our house,I'D LIKE TO EAT A TEN P M ANYWHERE NEIGHBOURING TO OUR HOUSE,BookRestaurant
4974,snips-train-27,add sheila e to my i love my neo soul playlist,ADD FEELA E TO MY I LOVE MY NEER SO PLAYLEST,AddToPlaylist
4975,snips-train-270,add joan wasser to running playlist,AD JOAN VASSE TO ROMING PLAYLIST,AddToPlaylist
4976,snips-train-2700,I would like to book the best food court with persian food within the same area as OK for my ex husband and I,I WOULD LIKE TO BOOK THE BEST FOOD COURT WITH PERSIAN FOOD WITHIN THE SAME ARY YOU AS A CAY FOR MY EX HUSBAND AND I,BookRestaurant
4977,snips-train-2701,Lets go eat in Friday 43 days from now,LET'S GO EAT AN FRIDAY FORTY THREE DAYS FROM NOW,BookRestaurant
4978,snips-train-2702,Book an outdoor restaurant in MD at 11 pm for 8 .,BOOKIN OUT DOOR RESTAURANT TO NEM T T ELEVEN P M FOR EIGHT,BookRestaurant
4979,snips-train-2703,"book for six on jan. 18, 2029",BOOK FOR SIX ON JANUARY EIGHTEENTH TWENTY TWENTY NINE,BookRestaurant
4980,snips-train-2704,Please book me a reservation this year for a restaurant within the same area of my office,PLEASE POOK ME A RESERVATION THIS YEAR FOR A RESTAURANT WITHIN THE SAME MARRIA OF MY OFFICE,BookRestaurant
4981,snips-train-2705,I want to book reservations for 8 at an indoor restaurant .,I WENTABLE CRESERVATIONS FOR A TURTEN IN GLO RESTAURANT,BookRestaurant
4982,snips-train-2706,book sot for one at restaurant with wifi,BET CHET FEAMDRASTTRONT WITH WIFI,BookRestaurant
4983,snips-train-2707,I'd like to eat at a neighboring downtown restaurant with a party of 2,I'D LIKE TO EAT A TA MEIGHBOURING DOWNTOWN RESTAURANT WITH A PARTY OF TWO,BookRestaurant
4984,snips-train-2708,"I need to book a table at a bar in Micronesia for tia, madeline and estela",I MEED TO BOOK A TABLE AT A BARRING MICRONESIA FOTIA MADELEIN AND DESTELLA,BookRestaurant
4985,snips-train-2709,Book a table at a brasserie far from my Livonia Av .,BOOKE TABLE IT A BRUSHERY FAR FOR A MILE OF ROMILOV,BookRestaurant
4986,snips-train-271,Add Luiza Possi to my bachelor party playlist.,ADDLE WEES A POSY TO MY BACHILLOR PARTY PLAINLIST,AddToPlaylist
4987,snips-train-2710,I want to book a seafood bakery in Le Roy,I WANT TO BECASHI FOOD BAKERY AND LAROI,BookRestaurant
4988,snips-train-2711,Book the Coon Chicken Inn in Baker City for 4 people.,BOOK THE COON CHICKEN IN IMBAKER CITY FOR FOUR PEOPLE,BookRestaurant
4989,snips-train-2712,"book a food court in supper time distant from Northern Mariana Islands for me, winnie and courtney",BIKERFOOD COURT IN SHOP AR TIME DISTANT FROM MALA MARIANA ISLANDS FOR ME WILLIAN COURTMEY,BookRestaurant
4990,snips-train-2713,book a spot for me and my sister at a restaurant that has clafoutis,BOOK A SPOT FOR ME AND MY SISTER TO RESTAURANT THAT HAS CLARFO TEA,BookRestaurant
4991,snips-train-2714,book a pub for pepperoni near their house and not far,BONKAPOT FO PEPEROE NEAR THE HOUSE AND NOT FAR,BookRestaurant
4992,snips-train-2715,I need seats for 10 at a highly rated restaurant,I NEED SEAT OR TURN OUT A HIGHLY RATED RESTAURANT,BookRestaurant
4993,snips-train-2716,Book a restasurant in Pohick Delaware .,BOOKARYSTAGIRANT IN POHIC DELAWARE,BookRestaurant
4994,snips-train-2717,book a table for now for 4 for an oyster bar,BIKE TE BE SOMNO FOR FUL FOR A MARSTE BAR,BookRestaurant
4995,snips-train-2718,"I would like to book a restaurant in the same area as Tremont Av for nadine, sherrie and I on 3/21/2018",I WOULD LIKE TO BOOK A RESTAURANT IN THE SAME MAR YOU AS TERMINED OF FORNAYDEEN SHERRY AND I ON THE TWENTY FIRST OF MARCH TWENTY EIGHTEEN,BookRestaurant
4996,snips-train-2719,table at Nankin Cafe fr one,CLAMELAT NANKIN CAFA E FAR AN,BookRestaurant
4997,snips-train-272,Put an inyección musical track in the nanette's playlist.,PORTAMINIXCIO MUSICAL TRACK IN THE NONEX PLAILIST,AddToPlaylist
4998,snips-train-2720,"Can I book a restaurant that serves pastelaria in Takilma , Virgin Islands ?",CAN I BOK A RESTAURANT THAT SERVES PASTILARIA IN TACILMA VIRGUNILUN,BookRestaurant
4999,snips-train-2721,I need a table for six at a bar that serves varenyky,I NEED A TABLE FOR SIX AT A BALL THAT SERVES VERENICI,BookRestaurant
5000,snips-train-2722,Book a table for 1 at Thomas Hynes House .,BIKETO BETHE MA THOMAS HINE'S HOUSE,BookRestaurant
5001,snips-train-2723,I need reservations for next autumn in Belgium at a highly rated diner .,I NEED RESERVATIONS FOR NEXT AUTUMN IN BELGIUM AT A HIGHLY RATED DINAH,BookRestaurant
5002,snips-train-2724,Book a brasserie place for seven in Lithuania,BUCOBRASERI PLACE FOR SEVEN IN LETHUANIA,BookRestaurant
5003,snips-train-2725,Book a restaurant far from Kokomo this fall .,TE CO RE TRENT FAR FROM COCUMO VISFEING,BookRestaurant
5004,snips-train-2726,"I need a reservation for apr. the sixteenth, 2027 in Cazenovia , CA",I MEED A RESERVATION FOR APEARL SIXTEENTH TWENTY TWENTY SEVEN IN CASANOVIA C A,BookRestaurant
5005,snips-train-2727,Book a restaurant in Eleele on October the fifth for 3 people.,BUCO RESTAURANT IN ELLELE ON OCTOBER THE FIFTH FOR THREE PEOPLE,BookRestaurant
5006,snips-train-2728,book rosalie stewart and evelyn at a restaurant,BOOK GROWS ALY STUITAND EVEN ATA RESTAURANT,BookRestaurant
5007,snips-train-2729,"Book a restaurant in Northern Mariana Islands with kristine, alisha and florine .",BOOKA RESTAURANT IN NAVE MARRYARMA ISLANDS WITH CHRISTIM ALICHAN FARIN,BookRestaurant
5008,snips-train-273,add i roy to my this is Rosana playlist,AT OUR LON TO MY VISTIS ROMS AND A PLAINLIST,AddToPlaylist
5009,snips-train-2730,Book a restaurant in Kamrar for midday .,BOK O RESTAURANT TO ENCOMER FOM TE DAY,BookRestaurant
5010,snips-train-2731,I need a reservation for 2 within walking distance of Hoyt St,I NEED A RESERVATION FOR TWO WITHIN WALKING DISTANCE OF HOT STREET,BookRestaurant
5011,snips-train-2732,"Please reserve a table at the food truck in Wheeler for december 4th, 2019",PLEASE RESERVE A TABLE AT THE FOOD TRUCKIN WEELER FOR DECEMBER FOURTH TWENTY NINETEEN,BookRestaurant
5012,snips-train-2733,I need a restaurant that has internet access for a party of six,I NEED A RESTAURANTS THAT WAS INTIMATE ACCESS FOR A PARTY OF SIX,BookRestaurant
5013,snips-train-2734,Find a table somewhere for me and my step mother in Graniteville DE,FIND A TABLE SOMEWHERE FOR ME AND MY STEPMOTHER IN GRANITEVILLE DELAWARE,BookRestaurant
5014,snips-train-2735,"book a table 1 year from now for corinne, tisha and I at a restaurant in Guernsey that is top-rated",BUKE TABLE ONE YEAR FROM NOW FOR KORIN TITHA AND I ATA RESTAURANT IN GERNSEY THAT IS TOPERATED,BookRestaurant
5015,snips-train-2736,book Bridge Round House for one at meal time in Democratic Republic of the Congo close,BOOKBERGE ROWNED HOUSE FORONIC MEAL TIME IN DEMOCRATIC REPUBLIC OF THE CONGO CLOSE,BookRestaurant
5016,snips-train-2737,Can you get me a table at a chicken and waffles joint in New Mexico,CAN YOU GET ME A TABLE AT A CHICKEN AND WUFFLES JOINT IN YOU MEXICO,BookRestaurant
5017,snips-train-2738,book a table for one in a bar serving saucisse for meal in Calistoga CO,BINKE TABLE FOR ONE IN A BARSE OF INCHANCES FOR MEAL IN CALOS TOGA COLORADO,BookRestaurant
5018,snips-train-2739,Find me a table at a delicatessen in Urbanette that serves rabbit pie,FIND ME A TABLE AUTER DELICATE HESSON IN OPEN EPIT OF DRABBET BY,BookRestaurant
5019,snips-train-274,add track by Klute to winifred's de camino a clase playlist,AND TRACK BY CLUT TE WINNI FRIDGE TOCAMINO CLASE PLAILIST,AddToPlaylist
5020,snips-train-2740,"book a table for 10 at The Dome, Edinburgh",BOOKAR TABLES FOR CAN OF THE JOM EDINBURGH,BookRestaurant
5021,snips-train-2741,Make me a reservation in Colorado at nine am at National Cash Register Building,MAKE ME A RESERVATION IN CONORADO WITH MINE AMOC NATIONAL CASH REDGES TO BUILDING,BookRestaurant
5022,snips-train-2742,Book the Atomic Cafe for ten people.,BOOK TLEOTOMIC CAFE FOR TEN PEOPLE,BookRestaurant
5023,snips-train-2743,reserve a smoking room at the restaurant,RESERVE A SMAKINGLY MAKI RESTAURANT,BookRestaurant
5024,snips-train-2744,Book a distant restaurant that serves blini on 103rd St for 6 people.,BUEDISTANT RESTAURANT THAT SERVES BLIMY ON ONE HUNDRED AND THIRD STREET FFOR SIX PEOPLE,BookRestaurant
5025,snips-train-2745,find and book a table in WV,FINDIN BOOK A TABLE IN W V,BookRestaurant
5026,snips-train-2746,book a table in the United States for 10 at The Berghoff,BOOK A TABLE IN THE UNITED STATES FOR TEN OF THE BERGHOFF,BookRestaurant
5027,snips-train-2747,Book a table at a cuban pub for 5 pm for a party of 7 in Virginia .,POK A TABLE AT A CUBAN POP FOR FIVE P M FOR A PARTY OF SEVENIN VIG INIA,BookRestaurant
5028,snips-train-2748,book a restaurant for 2 that has internet,BORKO RESTAURANT FOR TWO LITTLES INTENOTE,BookRestaurant
5029,snips-train-2749,"Book a reservation for The Training Table on Mar. thirteenth, 2026",BOOKE RESERVATION FOR THE TRAIMING TABLE ON MARCH THIRTEENTH TWENTY TWENTY SIX,BookRestaurant
5030,snips-train-275,add tune to atmospheric black metal playlist,A TUNE TO ATMOSPHERIC BLACK MACCY PLALIST,AddToPlaylist
5031,snips-train-2750,"book a restaurant in North Dakota for my child and I on november seventh, 2037",BOOKA RESTAURANT I NORTH DACOTA FOR MY CHILD AND I ON NOVEMBER SEVENTH TWENTY THIRTY SEVEN,BookRestaurant
5032,snips-train-2751,I would like to book a highly rated brasserie with souvlaki neighboring LA next week,I WOULD LIKE TO BOOK A HIGHLY RATED BROSSERY WITH SUVELAKI MEIGHBOR IND YALAS NEXT WEEK,BookRestaurant
5033,snips-train-2752,book a spot for one at a pub that serves som tam,MAK RSSPECT FEANITOR PUB WICH VE CHAMTAN,BookRestaurant
5034,snips-train-2753,I'd like to eat english cuisine at a restaurant in Ettrick,I'D LIKE TO EAT ENGLISH CUSINE NATO RESTAURANT INETRIC,BookRestaurant
5035,snips-train-2754,book a spot for two at Sale Creek at eight AM,BOOKE SPOT FOR TO OT SAL CR CU T  M,BookRestaurant
5036,snips-train-2755,book a table in Arizona serving italian-american cuisine in a tavern for 2,BOOK A TABLE IN ARIZONA SERVING H ITALIAN AMERICAN CUESIME IN A TAVERN FOR TWO,BookRestaurant
5037,snips-train-2756,Book a pub for eight people in the Pitcairn Islands .,BOUQEPOP FORATED PEOPLE IN THE PITCCAN ISLAND,BookRestaurant
5038,snips-train-2757,Get me a table for 2 people 1 second from now in Tunisia .,GET ME A TABLE FOR TWO PEOPLE ONE SECOND FROM NOW INN TUNASIA,BookRestaurant
5039,snips-train-2758,book a table in Sterling Run for two with a pool and food court,PIK A TABLE IN STIRLING RUN FOR TWO WITH A PAIN AND FOOD CORCH,BookRestaurant
5040,snips-train-2759,I want to book at a pub with parking in Cuba .,I WENT TO BOOKE TO PUB WAS PARKING IN CUBA,BookRestaurant
5041,snips-train-276,Add tune to cleaning the house,ADDS TOME TO CLAIMING THE HOUSE,AddToPlaylist
5042,snips-train-2760,I'd like a table for 3 at an outdoor restaurant,I'D LIKE HER TABLE FOR THREE AT AN OUTDOOR RESTAURANT,BookRestaurant
5043,snips-train-2761,I'd like a bar with hawaiian food in ND,AD LIKE TO BAR WITH HO WIAN FOONDY MAN D,BookRestaurant
5044,snips-train-2762,Can I get a table at The Fort ?,COME I GET TA TABLE AT THE FINT,BookRestaurant
5045,snips-train-2763,book a restaurant on martin luther king jr. day with parking,BOOKA RESTAURANT ON MARTIN LOOSE FOR KING JUNIOR DAY WAS PARKING,BookRestaurant
5046,snips-train-2764,book a table for ten in Pollock PA,BOOK AR TABLES FOR TERMIN POLAC BRUNCHINGANIA,BookRestaurant
5047,snips-train-2765,me and my niece want to eat somewhere close by Hopatcong,ME AND MINY SWAN TO EAT SOMEWHERE CLOSE BY HERPATCON,BookRestaurant
5048,snips-train-2766,Please book me a table for 1 person at a brasserie .,PLEASE MAKE ME ATTABE FOR ONE PERSON AT A BRASSERY,BookRestaurant
5049,snips-train-2767,"I want to book a restaurantin Perrytown Missouri for candice, jeannie and nichole .",I WANT TO BO CARUSS TRUNK IN PERRITOWN MISSOERI FOR CANVAS GEMI AND MICO,BookRestaurant
5050,snips-train-2768,I want to find a restaurant that has a table for two at 5 AM,I WANT TO FIND THE RESTAURANTS THAT HAS ATATED ME FOR TWO AT FIVE A M,BookRestaurant
5051,snips-train-2769,"Please book a coffeehouse restaurant type room to accommodate gretchen, trisha and amber which serves pastelaria dish",PLEASE BOKACOFFEE HOUSE RESTAURANT TYPE ROOM TO ACCOMMODATE GRETON TRICIA AND AMBER WHICH SERVES PASTILARIA DISH,BookRestaurant
5052,snips-train-277,In my playlist Rock Gaming add Mariem Hassan con Leyoad,IN MY PLAYLE STROCK GAMIN ADMARIUM WHO SAM COMLEYODE,AddToPlaylist
5053,snips-train-2770,Book a restaurant in El Salvador for 10 people.,BOOK OF RESTAURANT TO MELSALVADOR FOR TEN PEOPLE,BookRestaurant
5054,snips-train-2771,I need a reservation for eight at a diner that has desserts in Ashmore TN,I NEED A RESERVATION FOR ATER TO DINE THAT HAS DESERTS IN ASHMAL TENNESSEE,BookRestaurant
5055,snips-train-2772,get me a reservation at a brasserie that serves jain in Pinto,GET ME A RESERVATION AT A BRASTERY THAT SERVES CHIMING PINTO,BookRestaurant
5056,snips-train-2773,book a spot for one at a food court in Riddlesburg,THEK ROSPECT FOR YAMETER FOOD CATON RUDEGBURG,BookRestaurant
5057,snips-train-2774,book a table in California for rita and brenda at Hurley Mountain Inn on january the 11th,BOOK A TABLE IN CALIFORNIA FORITA AND BRANDLAT HURLY MOUNTAING IN ON JANUARY THE ELEVENTH,BookRestaurant
5058,snips-train-2775,book a restaurant for Jul. 27,BOKO RESTAURANT FOR JULY TWENTY SEVENTH,BookRestaurant
5059,snips-train-2776,book a spot at a highly rated afghan restaurant,BOOKER SPOTTAT A HIGHLY RATEDAFF GAN RESTAURANT,BookRestaurant
5060,snips-train-2777,Book a table for eight people at a bar that has steak sauce in Half Moon AMerican Samoa right now,BOOK A TABLE FOR EIGHT PEOPLE AT A BATHAT WHOS STAKE  OURCE IN HALF MOON AMERICAN SOM A A RIGHT NOW,BookRestaurant
5061,snips-train-2778,Take me a top-rated restaurant for nine close to Westfield Delaware,TAKE ME A TOPERATED RESTAURANT FOR NIM CLOSE TO WESTFIELD DELAWARE,BookRestaurant
5062,snips-train-2779,I'd like a table at a top-rated tea house with javanese cuisine this week in Germany,I'D LIKE A TABLE AT A TOPERATED TEA HOUSE WITH JAVAMISE QUIZINE THIS WEEK IN GERMANY,BookRestaurant
5063,snips-train-278,Add Bien Acompañado to All Out 60s,AT PIERNA COMPAND YEDO TO ALL OUR SIXTIS,AddToPlaylist
5064,snips-train-2780,need a table at Uncommon Grounds Coffeehouse at eleven for nine,NEED A TABLE AT UNCOMMON GROUNDS COFFEE HOUSE AT ELEVEN FOR NINE,BookRestaurant
5065,snips-train-2781,book a spot for 6 at a gateau restaurant,BOOKA SPOT FOR SIX O TO GATA RESTAURANT,BookRestaurant
5066,snips-train-2782,"book Guenther House for 6 on Oct. 24, 2035 in Waddy",BOOKON TO HOUSE FOR SIX ON OCTOBER TWENTY FIRST TWENTY THIRTY FIVE AN WATE,BookRestaurant
5067,snips-train-2783,"I'd like a table for ten in 2 minutes at French Horn, Sonning Eye",I'D LIKE HER TABLE FOR TEN IN TWO MINUTES AT FRENCH HORN SHONLING EYE,BookRestaurant
5068,snips-train-2784,"book a spot for me, reyna and maxine at a taverna on monday",BOKA SPOT FOM ME RAYNER AND MACCINATE TAVONA ON MONDAY,BookRestaurant
5069,snips-train-2785,I'd like to eat at a restaurant far from Grantsburg,I'D LIKE TO EAT A TO RESTAURENT FAR FROM GRANTSBURG,BookRestaurant
5070,snips-train-2786,I want to go to the popular pub at ten PM,I WANT TO GO TO THE POPULA POBAC TN P M,BookRestaurant
5071,snips-train-2787,"Book a table at a bar in Moody for deloris, ester and petra alvarez .",BOOK A TABLE AT A BARRING MOODY FOR DELORUS S TOAN PETERALVEREZ,BookRestaurant
5072,snips-train-2788,I need a table at the close restaurant for my niece and I at the Brooklyn Bridge-City Hall .,I NEED A TABLE AT THE CLOSE RESTAURANT FOR MY NIECE AND I AT THE BROOK AND BRIDGE CITY HEN,BookRestaurant
5073,snips-train-2789,book a spot at Leopold Cafe in Bhutan,BONCROSPECTICLY APOINT CAFE AND BUDAME,BookRestaurant
5074,snips-train-279,I want this tune on my Most Necessary playlist,I WANT THIS TUN ON MY MOST NECESSARY PLAYLIST,AddToPlaylist
5075,snips-train-2790,I need seats for 6 at CHAR No.4 in Georgia,I MEED SEATS FOR SIX SAC CHARNON BEFOR IN GEORGIA,BookRestaurant
5076,snips-train-2791,book me a restaurant that is close for four people in Enid,BOOKME RESTAURANTS THAT IS CLOSE FOR FAIN PEOPLE IN NE ME,BookRestaurant
5077,snips-train-2792,"Book a reservation for five people at a restaurant with pool in Benkelman , MI in Apr.",BOOKA RESERVATION FOR FIVE PEOPLE AR A RESTAURANT WITH POOLING BANCOLMAM ME MAPRIL,BookRestaurant
5078,snips-train-2793,Book a reservation for a popular restaurant in Federated States Of Micronesia,BOOK A RESERVATION FOR A POPULAR RESTAAURANT IN FEDERATED STATES OF MY CHRONESIA,BookRestaurant
5079,snips-train-2794,Make reservations for me at a taverna in Hong Kong,MAKE RESERVATIONS FOR ME ATA TO VERNA IN HOMKANG,BookRestaurant
5080,snips-train-2795,"I need to book the Beardslee Castle in Albania for me, cassie and lesley",I MEAN TO BOOK THE BEARDS LAY COSTLY ILBANIA FOR ME CASSIUM LESLEY,BookRestaurant
5081,snips-train-2796,Get me a table at Eighth Step Coffee House in Germania for 7,GET ME A TABLE AT EIGHT STEP COFFEE HOUSE IN GERMANIA FOR SEVEN,BookRestaurant
5082,snips-train-2797,Book a reservation for eight people in North Dakota,BOOKA RESERVATION FOR EIGHT PEOPLE IN NORTH TACOTA,BookRestaurant
5083,snips-train-2798,me and aisha and craving cordon bleu and need to book a table at a brasserie .,ME AND I SHOULDN'T CRAVING CORD AN PLIM MEED TO BOOK A TABLE AT A BRASSERY,BookRestaurant
