,train_index,train_sentence,emma_sentence,train_label
6239,snips-train-3838,What will the weather be in Kokhanok,WHAT WILL THE WEATHER BE IN COCANOK,GetWeather
6240,snips-train-3839,What is the weather in Galena Park Oklahoma,WHAT IS THE WEATHER IN GALINA PARK OK LAHOMA,GetWeather
6241,snips-train-384,Add Pimp C to my workout remix .,ADD PIMPSEAT TO MY WORKOUTREE MIX,AddToPlaylist
6242,snips-train-3840,what is the weather in Forêt nationale Davy Crockett today,WHAT IS THE WEATHER IN FORE NASIAN ALDAVY CROKET TO DAY,GetWeather
6243,snips-train-3841,What was the weather last February in William A. Switzer Provincial Park ?,WHAT WAS THERE WERE THE LAST FEBRUARY AND WILLIAM A SWITZ O PROVINCIAL PARK,GetWeather
6244,snips-train-3842,"What's the forecast for Emily , Florida for aug. 17th, 2020 ?",WHAT'S THE FORECAST FOR EMMILY FLORIDA FOR AUGUST SEVENTEENTH TWENTY TWENTY,GetWeather
6245,snips-train-3843,What is the weather forecast here ?,WHAT IS THE WEATHER FORECAST HERE,GetWeather
6246,snips-train-3844,"What will the weather be like here on dec. 8, 2019",WHAT WILL THE WEATHER BE LIKE HERE ON DECEMBR EIGHTH TWENTY NINETEEN,GetWeather
6247,snips-train-3845,What kind of weather is forecast around seven pm here ?,WHAT KIND OF WEATHER IS ORECAST  AROUND SEVEN P M HERE,GetWeather
6248,snips-train-3846,What's the weather forecast in Nationalpark Banc d’Arguin ?,WHAT'S THE WEATHER FORECAST IN NATIONEL PACK BANK DARGREEN,GetWeather
6249,snips-train-3847,Will it get warmer by 5 am in Washington ?,WILL IT GET WARMER BY FIVE A M IN WASHINGTON,GetWeather
6250,snips-train-3848,"What is the weather forecast for East Cleveland , Republic of the Congo",WHAT IS THE WEATHER FORECAST FOR EAST CLEVELAND REPUBLIC OF THE CONGO,GetWeather
6251,snips-train-3849,What is the weather forecast for four pm close to Stretch Point State Park,WHAT IS THE WEATHER FORECAST FOR FOUR P M CLOSE TO STRETCH POINT AN STATE PARK,GetWeather
6252,snips-train-385,add satisfied to my Rockin' Vibes playlist,ADDS SATISFIED TO MY ROCK AND VIBE'S PLAYLIST,AddToPlaylist
6253,snips-train-3850,What is the weather going to be like this Evening in Arkansas,WHAT IS THE WEATHER GOING TO BE LIKE THIS EVENING IN ARKANSUL,GetWeather
6254,snips-train-3851,Will it be hotter in Wyomissing Hills ?,WILL IT BE HOTTER IN WIRE MISSING HALS,GetWeather
6255,snips-train-3852,what is the forecast starting on 5/17/2037 for Austria for warmer temps,WHAT IS THE FORECAST STARTING ON THE SEVENTEENTH OF MAY TWENTY THIRTY SEVEN FOR AUSTRIA FOR WARMAT HAMPS,GetWeather
6256,snips-train-3853,"Find the weather prediction for Camdeboo-Nationalpark for jan. eleventh, 2037 .",FIND THE WEATHER PREDICTION FOR CANDEBLE NATION IL PACK FOR JANUARY ELEVENTH TWENTY THIRTY SEVEN,GetWeather
6257,snips-train-3854,Will it hail today in West Point at 113648,WILL IT HAIL TO DAY IN WEST POINT AT ONE HUNDRED AND THIRTEEN THOUSAND SIX HUNDRED AND FORTY EIGHT,GetWeather
6258,snips-train-3855,what will be the temperature 1 minute and 8 seconds from now in Green Bottom Wildlife Management Area,WHAT WILL BE THE TEMPERATURE ONE MINUTE AND EIGHT SECONDS FROM NOW IN GREEN BOTTOM WILD LIFE MANAGEMENT AREA,GetWeather
6259,snips-train-3856,What will the weather be like at 3 AM in Trinidad and Tobago,WHAT WILL THE WEATHER BE LIKE A THREE A M IN TRENEDADEN TO BAGE,GetWeather
6260,snips-train-3857,What does it feel like in Connecticut,WHAT DOES IT FEEL LIKE INCONNETICATE,GetWeather
6261,snips-train-3858,Is it going to be chilly in Belarus,IS IT GOING TO BE CHILLY AND BELLEROUSE,GetWeather
6262,snips-train-3859,Payette National Forest is cold weather and have lunch within walking distance,OR YET NATIONAL FOREST IS COLD WEATHER AND OF LUNCH WITHIN WALKING DISTANCE,GetWeather
6263,snips-train-386,add an album to playlist Emily Dickinson,AD AN ALBUM TO PLAYLIS TEMELED DICKINSON,AddToPlaylist
6264,snips-train-3860,what will the weather be like in Brownfield,WHAT WILL THE WEATHER BE LIKE IN BROWNFIELD,GetWeather
6265,snips-train-3861,Is it freezing this evening in Maunabo United States,IS IT FREEZING THIS EVENING IN MORE NARBAU UNITED STATES,GetWeather
6266,snips-train-3862,is it chillier at Narew National Park,IS IT CHILLIA AT NA OF NATIONAL PARK,GetWeather
6267,snips-train-3863,What's the weather far from Jarbidge,WHAT'S THE WEATHER FAR FROM JARBIDGE,GetWeather
6268,snips-train-3864,Will it be colder in Åland,WILL IT BE COLDER IN ERLAND,GetWeather
6269,snips-train-3865,Is there a depression in weather at my current spot,IS THERE A DEPRESSION IN WHEATHER AT MY CURRENT SPOT,GetWeather
6270,snips-train-3866,What is the forecast for this Fall in Lesotho,WHAT IS THE FORECAST FOR THIS FOOL IN LESS OTTO,GetWeather
6271,snips-train-3867,What's the weather in Wisconsin on National Maritime Day,WHAT'S THE WEATHER IN WISCONSIN ON NATIONAL MARITIM DAY,GetWeather
6272,snips-train-3868,Show the forecast nearby in twenty two minutes in French Polynesia,SHOW THE FORECAST NEAR BY IN TWENTY TWO MINUTES IN FRENCH POLYNESIA,GetWeather
6273,snips-train-3869,What's the weather for this year in Oregon,WHAT'S THE WEATHER FOR THIS YEAR IN OREGON,GetWeather
6274,snips-train-387,I want some fusil contra fusil added to my dance hits playlist.,I WANT SOME FUSIL CONTRAFUSL ADDED TO MY DANCE HITS PLAILIST,AddToPlaylist
6275,snips-train-3870,What is the weather forecast for Cistern,WHAT IS THE WEATHER FORECAST FOR SISTON,GetWeather
6276,snips-train-3871,What's the weather at eleven PM in Craig Mountain Wildlife Management Area,WHATS THE WEATHER AT ELEVEN P M INCREIG MOUNTAIN WILD LIFE MANAGEMENT AREA,GetWeather
6277,snips-train-3872,Will there be a cloud here at 065020,WILL THERE BE A CLOUD HERE AT O SIX FIVE O WO O,GetWeather
6278,snips-train-3873,"weather in Radnor Township , WV",WHETHER IN RHADNER TOWNSHIP W V,GetWeather
6279,snips-train-3874,Weather for South Williamsport,WHETHER FOR SOUTH WILLIAMSBORT,GetWeather
6280,snips-train-3875,what is the midnight forecast for Argentina,WHAT IS THE MIDNIGHT ORECAST FOR AR GENTINA,GetWeather
6281,snips-train-3876,What's the weather going to be like in PR at nineteen o'clock,WHAT'S THE WEATHER GOING TO BE LIKE IN P ARE AT NINETEEN O'CLOCK,GetWeather
6282,snips-train-3877,Tell me the forecast for Sweden,TELL ME THE FORECAST FFOR SWEDEN,GetWeather
6283,snips-train-3878,"What's the weather for New York on July the 28th, 2032",WHAT'S THE WEATHER FOR NEW YORK ON JULY THE TWENTY EIGHTH TWENTY THIRTY TWO,GetWeather
6284,snips-train-3879,Will it get chillier in Furano-Ashibetsu Prefectural Natural Park ?,WILL IT GOCHILIA IN FOREIGN O ASCUBATE SUPERFECTURAL NATURAL PARK,GetWeather
6285,snips-train-388,add the current artist to my top 100 pop tracks on spotify playlist,ADD THE CURRENT ARTIST TO MY TOP ONE HUNDRED POP TRACKS ON SPOTIFY PLAYLIST,AddToPlaylist
6286,snips-train-3880,"What's the forecast for Francisco , Netherlands Antilles around eleven pm ?",WHAT'S THE FORECAST FOR FRANCISCO NETHERLANDS AND TILLIES AROUND ELEVEN P M,GetWeather
6287,snips-train-3881,What's the weather in Pugu Hills Forest Reserve,WHAT'S THE WEATHER AND PUGU HILLS OREST RESERVE,GetWeather
6288,snips-train-3882,What is temperature in Benin now,WHAT IS TEMPERATURE IN BENNIUN NOW,GetWeather
6289,snips-train-3883,What's the weather close to Harmar Heights this afternoon,WHAT'S THE WEATHER CLOSE DE HARMOUR HEIGHTS THIS AFTERNOON,GetWeather
6290,snips-train-3884,"What's the weather forecast for Glade Park on July twenty-fifth, 2033 ?",WHAT'S THE WEATHER FORECAST FOR GLADE PARK ON JULY TWENTY FIFTH TWENTY THIRTY THREE,GetWeather
6291,snips-train-3885,Will it snow in AMy,WILL ITSNOW ENA ME,GetWeather
6292,snips-train-3886,What's the weather forecast for Haigler ?,WHAT'S THE WOATHER FORECAST FOR HEGLER,GetWeather
6293,snips-train-3887,Tell me if there will be hail at tea time in Nordland,TELL ME IF THERE WILL BE HAIL ET T TIME IN NODLAND,GetWeather
6294,snips-train-3888,What will it be like in the current place at midnight,WHAT WILL IT BE LIKE IN THE CURRENT PLACE AT MIDNIGHT,GetWeather
6295,snips-train-3889,What's the weather going to be like near Moldova on fri.,WHAT'S THE WEATHER GOING TO BE LIKE NEAR MOLDOVER ON FRIDAY,GetWeather
6296,snips-train-389,Add the track to the Best Metal of the New Millennium playlist.,AD THE TRACK TO THE BEST METAL OF THE NEW MELLENNIAN PLAYLIST,AddToPlaylist
6297,snips-train-3890,"Will it get colder in Camp San Saba , Latvia in one minute and eight seconds",WILL IT GET COLDER IN CAMP SAN SARBUR LATVIA IN ONE MINUTE AND EIGHT SECONDS,GetWeather
6298,snips-train-3891,Will there be snowfall in zero PM in Estonia,WILL THERE BE SNOWFALL IN ZERO P M IN ESTONIA,GetWeather
6299,snips-train-3892,Is the forecast windy now in Fort Myers Shores Arizona,IS THE FORECAST TWENTY NOW IN FORT MILES SHOWE ZARIZONA,GetWeather
6300,snips-train-3893,Forecast in Layhigh,FORECAST IN LEHIE,GetWeather
6301,snips-train-3894,On April 2nd what will the weather be here,ON APRIL SECOND WHAT WILL THE WEATHER BE HERE,GetWeather
6302,snips-train-3895,Will it be chillier at 060548 in Wagener Réunion,WILLIG BE CHILIER AT HO SIX SO FIVE FOUR EIGHT IN WAGNARIAN YON,GetWeather
6303,snips-train-3896,what is the forecast for Sea Isle City in Louisiana for warmer weather,WHAT IS THE FORECAST FOR SEA ISLE CITY IN LOUISIANA FOR WARMER WEATHER,GetWeather
6304,snips-train-3897,Tell me if it will rain on 4/19/2030 in Angola,TELL ME IF IT WILL RAIN ON THE NINETEENTH OF APRIL TWENTY THIRTY IN ANGOLA,GetWeather
6305,snips-train-3898,What will the weather be in IN ?,WHAT WILL THE WEATHER BE AN INN,GetWeather
6306,snips-train-3899,In Portales Gambia what is the humidity this morning,IN PORTELLES CAMBIA WHAT IS THE HUMIDITY THIS MORNING,GetWeather
6307,snips-train-39,Add the name as with gladness men of old to my ultimate 90s playlist,ADD THE NAMES WITH GLADNESS MEN OF OLD TO MY ALTIM AT NINETYES PLAYLIST,AddToPlaylist
6308,snips-train-390,Can you please put this track onto my TODO NOVEDADES playlist?,CAN YOU PLEASE PUT THIS TRACK UNTO MITADO NOVEDADE'S PLAILIST,AddToPlaylist
6309,snips-train-3900,I need the weather for 7/13/2036 in Gwynedd Valley,I NEED THE WEATHER FOR THE THIRTEENTH OF JULY TWENTY THIRTY SIX IN GUANITH VALLEY,GetWeather
6310,snips-train-3901,will there be fog Tonight at Beamer Memorial Conservation Area,WILL THERE BE FOLK  TENIGHT A BE MEMEMORIAL CONSERVATION AREA,GetWeather
6311,snips-train-3902,"Will it be stormy on 4/3/2027 in New Rochelle , WY",WILL IT BESTOW ME ON THE FOURTH OF MARCH TWENTY TWENTY SEVEN AND NE ROCHELL WHY,GetWeather
6312,snips-train-3903,Will it get windy close by here ?,WILL IT GET WINDY CLOSE BY HERE,GetWeather
6313,snips-train-3904,Is it going to snow next year in WV,IS IT GOING TO SNOW NEXT YEAR IN W V,GetWeather
6314,snips-train-3905,"What is the weather forecast for Naches , Sierra Leone",WHAT IS THE WEATHER FORECAST FOR NARCHES SIERRA LIONE,GetWeather
6315,snips-train-3906,what is the forecast for january twenty-eighth in Kentmore Park,WHAT IS THE FORECAST FOR JANUARY TWENTY EIGHTH AND CANTMORE PARK,GetWeather
6316,snips-train-3907,Will it get windy in Ocean Breeze Park ?,WILL IT GET WINDY AN OCEAN BREEZE PARK,GetWeather
6317,snips-train-3908,Will it be colder 1 minute from now in Jersey,WILL IT BE COLDER ONE MINUTE FROM NOW AND JERSEY,GetWeather
6318,snips-train-3909,How far from Quebeck will it be hot,HOW FAR FROM QUEBECK WILL IT BE HOT,GetWeather
6319,snips-train-391,Add this tune to The Refugee Playlist,ADD THIS JUNE TO THE REFUGE PLAYLIST,AddToPlaylist
6320,snips-train-3910,check the weather for around nine in South Georgia and the South Sandwich Islands,CHECK THE WEATHER FOR A ROUND NINE IN SOUTH JUDA AND THE SOUTH SAMWEGE ISLANDS,GetWeather
6321,snips-train-3911,Will it hail in Rush Valley Denmark on 6/21/2035,WILL IT HAIL IN RUSH VALLEY DENMARK ON THE TWENTY FIRST OF JUNE TWENTY THIRTY FIVE,GetWeather
6322,snips-train-3912,Will it be hotter in Pecan Grove,WILL IT BE HOTTER INPICAN GROVE,GetWeather
6323,snips-train-3913,"I need to know what the weather will be like in Gradyville at breakfast , in the state of Colorado .",I NEED TO KNOW WHAT THE WEATHER WILL BE LIKE IN GREDYVILLE AT BREAKFAST IN THE STATE OF COLORADO,GetWeather
6324,snips-train-3914,What's the temperature here,WHAT'S THE TEMPERATURE HERE,GetWeather
6325,snips-train-3915,What is the weather forecast in Pinson South Dakota,WHAT IS THE WEATHER FORECAST IN PINCENT SOUTH TACOTA,GetWeather
6326,snips-train-3916,Will it be windy at 7 AM in Dong Phou Vieng National Protected Area,WILLIGBEWINDY AT SEVEN A M IN DONPOVIA NATIONAL PROTECTED AREA,GetWeather
6327,snips-train-3917,weather for Frankfort,WHEATHER FOR FRANK FOT,GetWeather
6328,snips-train-3918,What is the weather in Sehlabathebe-Nationalpark,WHAT IS THE WEATHER IN SELABA THEB NATIONAL PARK,GetWeather
6329,snips-train-3919,"What is the weather going to be like in Klondike Gold Rush National Historical Park on february the 28th, 2034 ?",WHAT IS THE WEATHER GOING TO BE LIKE IN KLONDIKE GOLDRUCH NATIONAL HISTORICAL PARK ON FEBRUARY TWENTY EIGHTH TWENTY THIRTY FOUR,GetWeather
6330,snips-train-392,please put this track onto letha's signed xoxo playlist,PLEASED PUT THIS TRACK ON TO LETHAS SIGNED EXO EXO PLAILIST,AddToPlaylist
6331,snips-train-3920,How chilly will it be at 093206 am in Moncove Lake State Park ?,HOWCHILLY WILL IT BE IT O NINE THREE TWO O SIX A M IN ONE COVELAKE STATE PARK,GetWeather
6332,snips-train-3921,Weather for apr. the thirteenth in Djibouti,WEATHER FOR A PRILL THE THIRTEENTH INJU BOOTI,GetWeather
6333,snips-train-3922,Will it be overcast in South Dakota,WILL IT BE OVERCAST IN SOUTH TACOTA,GetWeather
6334,snips-train-3923,"What will the weather conditions be in Hahntown , Wyoming at 1 ?",WHAT WILL THE WEATHER CONDITIONS BE IN HARNTOWN WYOMING AT ONE,GetWeather
6335,snips-train-3924,Weather for Turtle River State Park,WHERE THE FOR TURTLE RIVER STATE PARK,GetWeather
6336,snips-train-3925,What is the weather in Åland 4 seconds from now,WHAT IS THE WEATHER IN OGLAND FOUR SECONDS FROM NOW,GetWeather
6337,snips-train-3926,what is the Fiji forecast for warm temps,WHAT IS THE FIGI FORECAST FOR WARM TEMPS,GetWeather
6338,snips-train-3927,What will the weather be in the Flight Park State Recreation Area ?,WHAT WILL THE WEATHER BE IN THE FLIGHT PARK STATE RECREATION AREA,GetWeather
6339,snips-train-3928,What's the forecast in Klamath Marsh National Wildlife Refuge ?,WHAT'S THE FORECAST IN CLAMETH MARSH NATIONAL WILD LIFE REFUGE,GetWeather
6340,snips-train-3929,is there expected of rainfall in Horton of Connecticut,IS THERE EXPECTED OF RAINFUL AN HOUTEN OF CANATICUT,GetWeather
6341,snips-train-393,add steve winwood to my playlist old school metal,ADD STEVE WYNNWOULD TO MY PLAYLESS TOLD SCHOOL METAL,AddToPlaylist
6342,snips-train-3930,What's the weather forecast for Togo on April the 24th ?,WHAT'S THE WEATHER FORECAST FOR TOGO ON APRIL H TWENTY FOURTH,GetWeather
6343,snips-train-3931,What's the forecast for right here,WHAT'S THE FORECAST FOR RIGHT HERE,GetWeather
6344,snips-train-3932,What's the forecast for my current place at five pm ?,WHAT'S THE FORECAST FOR MY CURRENT PLACE AT FIVE P M,GetWeather
6345,snips-train-3933,"Tell me the humidity index for Elizabethville , Indiana",TELL ME THE HUMIDITY INDEX FOR ELIZABETHVILLE INDIANA,GetWeather
6346,snips-train-3934,Can you tell me the weather forecast for six am in Grenada,CAN YOU TELL ME THE WEATHER FORECAST FOR SIXAM INGRANADA,GetWeather
6347,snips-train-3935,What is the weather like in Detroit Lakes,WHAT IS THE WEATHER LIKE INDETROIT LAKES,GetWeather
6348,snips-train-3936,what will the weather be in Norway at sunset,WHAT WILL THE WEATHER BE AN NOWAY AT SUNSET,GetWeather
6349,snips-train-3937,Is it hotter now in Hicks,IS IT HOTTER NOW IN HICK,GetWeather
6350,snips-train-3938,Tell me if it'll be overcast nearby Papua New Guinea,TELL ME IF IT WILL BE OVERCAST NEAR BY PAPULAN NEW GUINEA,GetWeather
6351,snips-train-3939,Is it going to be warm in Palmview,IS IT GOING TO BE WARM AN PALM VIEW,GetWeather
6352,snips-train-394,Add Ernie Hawkins to the Dubstep playlist.,AD ERNY HAWKINS TO THE DOBSTEP PLAILEST,AddToPlaylist
6353,snips-train-3940,"What will the weather be like on feb. 8, 2034 in Cedar Mountain Wilderness",WHAT WILL THE WEATHER BE LIKE ON FEBRUARY EIGHTH TWENTY THIRTY FOUR AN CEDA MOUNTAIN WILDERNESS,GetWeather
6354,snips-train-3941,Is it going to be colder in Louisiana,IS IT GOING TO BE COLDER IN LOUISIANA,GetWeather
6355,snips-train-3942,What is the weather forecast now in Texas ?,WHAT IS THE WEATHER FORECAST NOW IN TEXAS,GetWeather
6356,snips-train-3943,What is the weather forecast for Friona ?,WHAT IS THE WEATHER FORECAST FOR FRIONE,GetWeather
6357,snips-train-3944,What's the cloud forecast now for Sierra Leone ?,WHAT'S THE CLOUD FORECAST NOW FOR SEEIR ILIONE,GetWeather
6358,snips-train-3945,What's the weather going to be in 7 hours in FM,WHAT'S THE WORTHER GOING TO BE IN SEVEN HOURS IN A FAME,GetWeather
6359,snips-train-3946,"Is it humid in Caddo Mills , KY ?",IS IT HUMID IN CATELAMELS CE WY,GetWeather
6360,snips-train-3947,"What will the weather be like in Lambertville , India at ten pm",WHAT WILL THE WEATHER BE LIKE IN LAMB AT VILLE INDIA AT TEN P M,GetWeather
6361,snips-train-3948,What is the weather forecast for Laos,WHAT IS THE WOATHER FORECAST FOR LAOS,GetWeather
6362,snips-train-3949,"what is the weather forecast for Nassau Bay , Uzbekistan",WHAT IS THE WEATHER FORECAST FINASAL BAY OSE BECCAS DAN,GetWeather
6363,snips-train-395,Add an album to my Sylvia Plath playlist.,ADD AN ALBUM TO MY SYLVIA PLATH PLAYLIST,AddToPlaylist
6364,snips-train-3950,What is the weather in the Falkland Islands,WHAT IS THE WEATHER IN THE FULKLAND ISLANDS,GetWeather
6365,snips-train-3951,Tell me if it'll be temperate in 8 seconds in Guatemala,TELL ME IF IT WILL BE TEMPERATE IN EIGHT SECONDS INQUATIMALA,GetWeather
6366,snips-train-3952,Is there snowfall nearby AMerican Samoa,IS THERE SNOWFALL NEAR BY AMERICAN SOMOER,GetWeather
6367,snips-train-3953,Will it be hotter in my current place in six weeks from now,WILL IT BE HOTTER IN MY CURRENT PLACE IN SIX WEEKS FROM NOW,GetWeather
6368,snips-train-3954,Will it be temperate near Neylandville,WILLIG BE TEMPERATE NEAR NIELENVILLE,GetWeather
6369,snips-train-3955,What's the weather forecast for Devils Den ?,WHAT'S THE WEATHER FORECAST FOR DEVIL'S DEM,GetWeather
6370,snips-train-3956,What's the weather like today in Plankinton ?,WHAT'S THE WEATHER LIKE TO DAY IN PLANK AND TURN,GetWeather
6371,snips-train-3957,How's the weather going to be on Jul. 2 in Whiteside,HOW'S THE WEATHER GOING TO BE ON JULY SECOND IN WITESIDE,GetWeather
6372,snips-train-3958,"Will it be freezing in Poland on July 5, 2032",WILL IT BE FREEZING IN POLAND ON JULY FIFT TWENTY THIRTY TWO,GetWeather
6373,snips-train-3959,What is the forcast now in Kansas,WHAT IS THE FERCAST NOW IN KANSAS,GetWeather
6374,snips-train-396,Add the r l burnside album to my Nothing But A Party R&B playlist,ADD THE R ALBURN SIDE ALBUM TO MINE NOTHING BUT A PARTYAUR AND BE PLAILEST,AddToPlaylist
6375,snips-train-3960,What is the weather forecast for Manassa ?,WHAT IS THE WEATHER FORECAST FOR MONASSA,GetWeather
