,train_index,train_sentence,justin_sentence,train_label
7754,snips-train-5200,book me a restaurant in Aransas Pass in seventeen hours,BOOK ME RESTAURANT IN ARANZIS PAST IN SEVENTEEN HOURS,GetWeather
7755,snips-train-5201,what is the forecast for here at 8 am,WHAT IS THE FORECAST FOR HERATI A M,GetWeather
7756,snips-train-5202,"what's the weather going to be like in MI on august twenty-eighth, 2033",WHAT'S E WEATHER GOIN TO BE LIKE IN MION AUGUST TWENTY EIGHTH TWENTY THIRTY THREE,GetWeather
7757,snips-train-5203,in two hundred forty eight days what will MP weather be like,IN TWO HUNDRED FORTY EIGHT DAYS LOWILL AM P WEATHER BE LIKE,GetWeather
7758,snips-train-5204,What's the weather forecast for here on Jul. 23 ?,WHAT'S THE WEATHER FORECAST FOR HERE ON JULY TWENTY THIRD,GetWeather
7759,snips-train-5205,will it be freezing in New Ringgold Nebraska,WILL ER BE FREEZING IN NEW RINGOLD NEBRASKA,GetWeather
7760,snips-train-5206,What will the weather be ten minutes from now in Canada ?,WHAT WILL THE WEATHER BE TEN MINUTES FROM NOW IN CANADA,GetWeather
7761,snips-train-5207,Tell me the weather forecast for RI,TELL ME THE WEATHER FORECAST FOR REE,GetWeather
7762,snips-train-5208,Is it chilly in Pixley,IS IT CHULIAN PIGLEY,GetWeather
7763,snips-train-5209,How chilly is it close to Hollidaysburg ?,HOW CHILLY IS IT CLOSED TO HOLIDAYSBURG,GetWeather
7764,snips-train-521,Add this album to my spotify orchestra cello playlist,ADD THIS ALBUM DO MY SPOT IF I WORKAS RICELLO PLAYALIST,AddToPlaylist
7765,snips-train-5210,Can you tell me the weather forecast for Denmark,CAN YOU TELL ME THE WEATHER FORECAST FOR DINMAWARK,GetWeather
7766,snips-train-5211,What is the weather forecast in Saint Vincent and the Grenadines ?,WHAT IS THE WEATHER FORECAST AND SAINT VINCENT AND THE GRENADINES,GetWeather
7767,snips-train-5212,What is the forecast here for September 16,WHAT IS THE FORECAST HERE FOR SEPTEMBER SIXTEENTH,GetWeather
7768,snips-train-5213,Will it rain in Deersville,WILL THE REIN UNDEERS VILLE,GetWeather
7769,snips-train-5214,"What kind of weather will be in Windy Hills , Bermuda in ten weeks ?",WHAT KIND OF WEATHER WILL BE IN WONDY HILLS BURMUDA IN TEN WEEKS,GetWeather
7770,snips-train-5215,what is the forecast for here at tea time,WHAT IS THE FORECAST FRAT TEA TIME,GetWeather
7771,snips-train-5216,Will there be sun around here ?,WILL THERE BE SLAN AROUND HERE,GetWeather
7772,snips-train-5217,Is it going to be chilly here,IS THET GOING TO BE CHILLY HERE,GetWeather
7773,snips-train-5218,Tell me if it'll blizzard in KS,TELL ME IF IT'LL BLIZZARD AN CHAOS,GetWeather
7774,snips-train-5219,"What's the weather forecast for North Wolcott , Alabama on october 12, 2032 ?",WHAT'S THE WEATHER FORECAST FOR NORTH WALHAT ALABAM ON OCTOBER TWELFTH TWENTY THIRTY TWO,GetWeather
7775,snips-train-522,Add this song to my cleaning the house playlist,ADD THIS SONG TO MY CLEANING HOUSE PLAALIST,AddToPlaylist
7776,snips-train-5220,What is the weather forecast one minute from now in Macao,WHAT IS THE WEATHER FORECAST ONE MINUTE FROM NOW IN MACCOW,GetWeather
7777,snips-train-5221,How is the weather going to be on child health day in Trinidad and Tobago ?,HOW IS THE WEATHER GOING TO BE ON CHILD HEALTHDAY ND TRINIDAD IN TOBEGO,GetWeather
7778,snips-train-5222,Is there forecast to be snow in GU this summer ?,IS THERE FORECAST TO BE SNOW AND GU THIS SUMMER,GetWeather
7779,snips-train-5223,what is the forecast for Swain,WHAT IS THE FORECAST FOR SWAYING,GetWeather
7780,snips-train-5224,What is the weather here at 7 am ?,WHAT IS THE WEATHER HERE AT SEVEN  M,GetWeather
7781,snips-train-5225,Is there going to be a depression two hundred sixteen days and a half from now in Mill Bluff State Park,IS THERE GOING TO BE A DEPRESSION TWO HUNDRED SIXTEEN DAYS AND A HALF FROM NOW MILBLUFF STATE PARK,GetWeather
7782,snips-train-5226,Check the weather forecast for Sappho,SHECK THE WEATHER FORECAST FOR SAPPHO,GetWeather
7783,snips-train-5227,whats the forecast for Redby,WHAT'S THE FORECAST FOR REBBY,GetWeather
7784,snips-train-5228,Will it be rainy in Neffs,WILL THE BERANIAN NEPHS,GetWeather
7785,snips-train-5229,"Is it chilly in Charenton , NY ?",IS IT SHILEY IN CHARLINTON AND WHY,GetWeather
7786,snips-train-523,I'd like a new england added to Classical Moments in Movies .,ID LIKE NEW ENGLAND ADDED TO CLASSICAL MOMENTS AND MOVIES,AddToPlaylist
7787,snips-train-5230,Will it be overcast a month from now here,WILLA BE OVERCAST A MONTH FROM NALLIER,GetWeather
7788,snips-train-5231,"Will it storm in Texola , Delaware",WILL ITS STORIM INTAXOLA DELAWARE,GetWeather
7789,snips-train-5232,What will the weather be like 1 minute from now within the same area of my current location,WHAT WILL THE WEATHER BE LIKE ONE MINUTE FROM NOW WITHIN THE SAME AREA OF MY CURRENT LOCATION,GetWeather
7790,snips-train-5233,What is the weather like in the city of Frewen in the country of Venezuela,WHAT IS THE WEATHER LIKE IN THE CITY OF FRUIN AND THE COUNTRY OF VENEZWELA,GetWeather
7791,snips-train-5234,Tell me the weather forecast for Azerbaijan,TELL ME THE WEATHER FORECAST FOR AZER BY JAHN,GetWeather
7792,snips-train-5235,What's the weather close to Cambodia at 054413,WHAT'S WEATHER CLOSE TO CAMBODY AT O FIVE FORT FOR ONE THREE,GetWeather
7793,snips-train-5236,What kind of weather was forecast near Harmony Flats Nature Reserve last march ?,WHAT KIND OF WEATHER WAS FORECAST NEAR HARMONY FLATS NATURE RESERVED LAST MARCH,GetWeather
7794,snips-train-5237,"What will the humidity be like in VI on june the fourteenth, 2020 ?",WHAT WILL THE HUMIDITY BE LIKE IN VAI ON JUNE FOURTEENTH TWENTY TWENTY,GetWeather
7795,snips-train-5238,How cold will it be in Palau around fourteen o'clock ?,HOW COLD WILL IT BE IN BULLAU ROUND FOURTEEN O'CLOCK,GetWeather
7796,snips-train-5239,What will the weather be like this Week close-by Saudi Arabia,WHAT WILL THE WEATHER BE LIKE THIS WEET CLOSE BY SAUDER AVIA,GetWeather
7797,snips-train-524,Add an album by Jenifer to my travelling playlist,ADD AN ALBUM BY GENFE TO MY TRAVELLING PLAALIST,AddToPlaylist
7798,snips-train-5240,Will it be nice now in Norway,WILLE BE NICE NOW IN NORWAY,GetWeather
7799,snips-train-5241,"Will there be a depression at three am in Topinabee , Idaho",WILL THERE BE A DEPRESSION AT THREE II CHOPINEBY ANO,GetWeather
7800,snips-train-5242,"On oct. 26 , I will need to make reservations to eat in Halibut Point State Park .",ON OCTOBER TWENTY SIXTH I WILL NEED TO MAKE RESERVATIONS TO EAT AN HOW O THE POINT STATE PARK,GetWeather
7801,snips-train-5243,"warmer condition in Haiti , South Otselic",WARMER CONDITION AND HAIRI SOUTH AADSALAC,GetWeather
7802,snips-train-5244,Will it get colder by 11 in Jacobsburg . Syria ?,WILL A GET COLDER BY ELEVEN AN JACOBSBURG SYRIA,GetWeather
7803,snips-train-5245,weather on september 14 in Crofton Ukraine,WEATHER ON SEPTEMBER FOURTEENTH AND CRAFTS AND UKRE,GetWeather
7804,snips-train-5246,Will it be freezing within walking distance of Alaska ?,WILL THER BE FREEZING WITHIN WALKING DISTANCE OF ALASKA,GetWeather
7805,snips-train-5247,What's the weather this Summer in Djibouti,WHAT'S WEATHER THIS SUMMER IN JIBUDDI,GetWeather
7806,snips-train-5248,Is there rain now in Maine,THE ZARI NOW UNMADE,GetWeather
7807,snips-train-5249,How will snowfall be here in 2/21/2022 ?,HOW WILL SNOWFALL BE HERE IN FEBRUARY TWENTY FIRST TWENTY TWENTY TWO,GetWeather
7808,snips-train-525,add El valle del Jarama to my working day playlist,ADAL VALEI DELHEROMAT OF MY WORKING DAY PLAOLIST,AddToPlaylist
7809,snips-train-5250,Can you give me weather details for my current spot,CAN YOU GIVE ME WEATHER DETAILS FROM MY CURRENT SPY,GetWeather
7810,snips-train-5251,Is it going to be hot in Karthaus at 7 AM ?,ISIT GOIN TO BE HIDE IN CARD HOUSE AT SEVEN AIM,GetWeather
7811,snips-train-5252,What's the humidity now in NH ?,WHAT'S THO YOU MERIDY NOW AN IN AGE,GetWeather
7812,snips-train-5253,What is the forecast this evening for the Calipuy National Reservation,WHAT IS THE FORECAST THIS EVENING FOR THE CALIBU WE NATIONAL RESERVETION,GetWeather
7813,snips-train-5254,"Tell me the weather forecast for Ethridge , Maryland",TELL ME THE WEATHER FORECAST FERATHRIDGE MERRYLAND,GetWeather
7814,snips-train-5255,What's the weather forecast for Crystal Lake Park ?,WHAT'S A WEATHER FORECAST FOR CRISTA LAKE PARK,GetWeather
7815,snips-train-5256,what's the forecast for Sai Thong National Park at 0259 pm,WHAT'S THE FORECAST FOR SI THONG NATIONAL PARK O TO FIVE NINE P M,GetWeather
7816,snips-train-5257,What is going on with the weather far from my current location,WHAT IS GOING ON WITH THE WEATHER FAR FROM MY CURRENT LOCATION,GetWeather
7817,snips-train-5258,Weather for noon in CA,WHEATHER FOR NOON AN SE E,GetWeather
7818,snips-train-5259,What's the weather forecast for next week at my current position ?,WHAT'S A WEATHER FORECAST FOR NEXT WEEK AT MY CURRENT POSITION,GetWeather
7819,snips-train-526,Add this artist to my Classic Punk playlist,ADD THE CZARTIST TO MY CLASSIC POMPLAALIST,AddToPlaylist
7820,snips-train-5260,Is there a chance of hail in Holiday Hills ?,ESERI CHINS OF HILL AND HOLIDAY HILLS,GetWeather
7821,snips-train-5261,Is there a snowstorm in Russia,IZERA SNOWSTORM IN RUSSIA,GetWeather
7822,snips-train-5262,Is there going to be any rainfall close to Windber in 365 days,IS THERE GOING TO BE ANY RAINFALL CLOSE TO WINBER IN THREE HUNDRED SIXTY FIVE DAYS,GetWeather
7823,snips-train-5263,what will the weather be like in Louisiana will it be colder then now,WHAT WILL THE WEATHER BE LIKE IN LOUISIANA WILL IT BE COLDER THAN NOW,GetWeather
7824,snips-train-5264,What is the weather forecast for Nicaragua,WHAT IS THE WEATHER FORECAST FOR NICARAGUA,GetWeather
7825,snips-train-5265,Forecast for Econfina,FORECASTS FOR A CONFINA,GetWeather
7826,snips-train-5266,What is the forecast next year in McGee,WHAT IS THE FORECAST NEXT YEAR AN MGI,GetWeather
7827,snips-train-5267,What will it feel like on Oct. 21 in KY,WHAT WILL IT FELIC ON OCTOBER TWENTY FIRST IN KAWAI,GetWeather
7828,snips-train-5268,I need the forecast for Mamaroneck in six weeks,I NEED THE FORECAST FOR MEMARINECK IN SIX WEEKS,GetWeather
7829,snips-train-5269,"Tell me the weather forecast for Roseburg , Iowa",TELL ME THE WEATHER FORCAST FOR ROSEBURG IAWA,GetWeather
7830,snips-train-527,put perfecting loneliness onto primavera sound 2016 barcelona,PUT PERFECTING LONELINESS ON DEPRIMAVERA SOUND TWENTY SIXTEEN BAR SALONA,AddToPlaylist
7831,snips-train-5270,Give me the weather forecast for Zambia,GIVE ME THE WEATHER FORECAST FOR ZAMBIA,GetWeather
7832,snips-train-5271,What is the weather forecast in Brunei,WHAT IS THE WEATHER FORECAST IN BRUNAE,GetWeather
7833,snips-train-5272,"which day this week will it get chilly in Palmetto , IN",WHICH SAVE THIS WEEK WILL IT GET SHILLYIN PALMEADO IN,GetWeather
7834,snips-train-5273,Is the sun coming out today in Lacassine National Wildlife Refuge,IS THE SUN COMING OUT TO DAY AN LA HAWSY IN NATIONAL WILD LIFE REFUGE,GetWeather
7835,snips-train-5274,I need a weather forecast for Tallahassee-St. Marks Historic Railroad State Trail,I NEED A WEATHER FORECAST FOR TALAHASSE SANE MARKS HISTORIC RAILROAD STATE TRAIL,GetWeather
7836,snips-train-5275,Will there be a depression here on october 26,WILL THERE BE A DEPRESSION HERE ON OCTOBER TWENTY SIXTH,GetWeather
7837,snips-train-5276,will it be colder at midnight in Washington,WILL IT BE COLDER AT MIDNIGHT IN WASHINGTON,GetWeather
7838,snips-train-5277,what is the New Caledonia forecast for Bagnell on sep. the 5th,WHAT IS THE NEW CALADONE FORECAST FOR BAGNEL ON SEPTEMBER THE FIFTH,GetWeather
7839,snips-train-5278,"What is the weather forecast tomorrow in French , UT ?",WHAT IS THE WEATHER FOREGAST TO MORROW AND FRENCH U TEE,GetWeather
7840,snips-train-5279,Will it be freezing in seven minutes in Nora Fiji ?,ILLE BE FREEZING IN SEVEN MINUTES IN NORA FIJI,GetWeather
7841,snips-train-528,put jim fairchild onto spotlight spain 2016,PUT JIM FAIR CHILD ON TO SPOTLIGHTS BEING TWENTY SIXTEEN,AddToPlaylist
7842,snips-train-5280,How will the weather be on May 9 in Wyoming ?,HOW WILL THE WEATHER BE ON MAY NINTH AND VYOMI,GetWeather
7843,snips-train-5281,"Is it going to be sunny on Oct. twenty-seventh, 2031 within the same area of this current place",IS IT GOING TO BE SPUNNY ON OCTOBER TWENTY SEVENTH TWENTY THIRTY ONE WITHIN THE SAME MARYA OF THIS CURRENT PLACE,GetWeather
7844,snips-train-5282,What will the weather be nineteen seconds from now from the Little Manatee River State Park,WHAT WILL THE WEATHER BE NINETEEN SECONDS FROM NOW FROM THE LITTLE MANITE RIVER STATE PARK,GetWeather
7845,snips-train-5283,Will there be fog in Nebraska ?,WILL THERE BE FOGGYAN NEBRASKA,GetWeather
7846,snips-train-5284,Will it be freezing nearby Thap Lan National Park at 4 pm,WILL ER BE FREEZING NEARBY TOP LAND NATIONAL PARKET FOR A P M,GetWeather
7847,snips-train-5285,forecast for Hardinsburg 20 seconds from now,FOURECAST FOR HARDENSBURG TWENTY SECONDS FROM NOW,GetWeather
7848,snips-train-5286,What is the weather forecast for Papua New Guinea,WHAT IS THE WEATHER FORECAST FOR PAPYU A NEW GUINEA,GetWeather
7849,snips-train-5287,What is the weather forecast for New Mexico,WHAT IS THE WEATHER FORECAST FOR NEW MEXICO,GetWeather
7850,snips-train-5288,Is temperature in Hanksville freezing ?,IS TYMPESSURE AND HANGSFUL FREEZING,GetWeather
7851,snips-train-5289,how's the weather looking in Pheba,HOW'S THE WEATHER LOOKING AND PHOEBA,GetWeather
7852,snips-train-529,Put The Orange and the Green on Los 40 Radio Éxitos,PUT THE ORANGE IN THE GREEN ON LOST FORTY RADIO AXCETOS,AddToPlaylist
7853,snips-train-5290,"Tell me when it'll be sunny in Ralls , Marshall Islands",TELL ME WHEN IT'LL BE SUNNY IN RAWS MARTIAL ISLANDS,GetWeather
7854,snips-train-5291,Is it due to rain in MH ?,IS I DUDERINE IN HIMICH,GetWeather
7855,snips-train-5292,Will it get hotter in the city of Ashford ?,WELL E GET HATTER IN THE CITY OF ASHFORD,GetWeather
7856,snips-train-5293,Tell me if there's be a depression in Brazil,TELL ME IF THERE'S BE A DEPRESSION IN BRAZIL,GetWeather
7857,snips-train-5294,Will there be any cloud in Delaware on 1/11/2040 ?,WILL THERE BE ANY CLOUD IN DELAWARE ON JANUARY ELEVENTH TWENTY FORTY,GetWeather
7858,snips-train-5295,Will it be sunny one hundred thirty five days from now in Monterey Bay National Marine Sanctuary,WILL E BE SUNDY ONE HUNDRED THIRTY FIVE DAYS FROM NO IN MONCHERI BE NATIONAL MARINE SANCTUARY,GetWeather
7859,snips-train-5296,What will be the temperate in Tyresta National Park on 7/18/2030 ?,WHAT WILL BE THE TEMPERATE AC S O NATIONAL PARKLOND JULY EIGHTEENH TWENTY THIRTY,GetWeather
7860,snips-train-5297,I need the weather at noon for E.A. Vaughn Wildlife Management Area,I MEAN THE WEATHER AT NOON FRE A VON WILD LIFE MANAGEMENT ERIA,GetWeather
7861,snips-train-5298,How much humidity is there in UT ?,HOW MUCH HUMIDITY IS THERE IN BEAUTY,GetWeather
7862,snips-train-5299,Weather for Carlisle Gardens AS,WEATHER FOR GARLILE GARDEN ZAS,GetWeather
7863,snips-train-53,add Joe Gibbs to my The Bachelor Party playlist,AJO GIVES TE MIND THE BACHELOR PARTY PLAYALIST,AddToPlaylist
7864,snips-train-530,Add a song to playlist chill hits,ID A SONG DE PLAY LES SHILL HEADS,AddToPlaylist
7865,snips-train-5300,Will the weather be cloudy seven weeks from now in Hinckley,WILL THE WEATHER BE CLOUDY SEVEN WEEKS FROM NOW AND HINGLEY,GetWeather
7866,snips-train-5301,What will the weather be like in Samoa at 6 pm,WHAT WILL THE WEATHER BE LIKIN TOMO AT SIX P M,GetWeather
7867,snips-train-5302,Will it be foggy on the town meeting day vermont in Angola,WILL E BE FAR BEYOND THE TOWN MEETING DAY VERMANDAN ANGOLA,GetWeather
7868,snips-train-5303,What's the weather in Koontz Lake,WHAT'S THE WEATHER AN COON SLAKE,GetWeather
7869,snips-train-5304,Show me the Dresden weather forecast.,SHOW ME THE DRUSDIAN WEATHER FORECAST,GetWeather
7870,snips-train-5305,How is colder in City of Rocks State Park around 0343 pm,HOW IS COLDER IN CITY OF ROCKS SATE PARKAROND O THREE FOUR THREE P M,GetWeather
7871,snips-train-5306,She me the forecast for Clayton Lake State Park on Oct. 17th,SHE MANG THE FORECAST FOR CLADAN LEAKE STATE PARK ON OCTOBER SEVENTEENTH,GetWeather
7872,snips-train-5307,What's the weather in Paulette Yemen,WHAT'S THE WEATHER AND PAUL LAT YEMIN,GetWeather
7873,snips-train-5308,Is it going to be hotter within walking distance of Ohio on 3/22/2038,IS IT GOING TO BE HOTER WITHIN WALKING DISTANCE OF OHIO ON MARCH TWENTY SECOND TWENTY THIRTY EIGHT,GetWeather
7874,snips-train-5309,"What will the weather be like on aug. the 8th, 2032 here",WHAT WILL THE WEATHER BE LIKE ON AUGUST EVE TWENTY THIRTY TOU HER,GetWeather
7875,snips-train-531,I would like to put taylor dayne on the pop 4 kids list,I WOULD LIKE TO PUT SAILOR DAN ON THE POP FOR KIDSLIST,AddToPlaylist
7876,snips-train-5310,will there be a blizzard in Kettleman City today,WILL THERE BE A BLIZZARD IN KETTLEMAN CITY TO DAY,GetWeather
7877,snips-train-5311,Tell me the weather forecast for Croatia now,TELL ME THE WEATHER FORECAST FOR COATIONAL,GetWeather
7878,snips-train-5312,Is it snowy in Fort Ross State Historic Park ?,IS IT SNOWY IN FORT ROSTAT HISTORIC PARK,GetWeather
7879,snips-train-5313,Will there be rainfall four weeks from now in Tehama Bahamas,WILL THERE BE RAIN FALL FOR WEEKS FROM NOW ENTO HEYMABAHAMES,GetWeather
7880,snips-train-5314,Is the weather hotter in Old Furnace State Park,IS THE WEATHER HARDER IN OLD FURNACE STATE PARK,GetWeather
7881,snips-train-5315,Will it be hot in my current location this week ?,WILL THE BE HOT IN MY CURRENT LOCATION THIS WEEK,GetWeather
7882,snips-train-5316,Is cloudy in Lyncourt ?,IS CLOUDY AND LANCORT,GetWeather
7883,snips-train-5317,Tell me the weather forecast in Greensburg,TELL ME THE WEATHER FORECAST IN GREENSBURG,GetWeather
7884,snips-train-5318,What will the weather be in Lamar ?,WAT WILL THE WEATHER BE IN LA MAR,GetWeather
7885,snips-train-5319,"Will it be warmer at lunch in Prentice , Armenia",WILLE BE WARMER AT LUNCHEON PRENTICE ARMENIA,GetWeather
7886,snips-train-532,add tune Papa Bue to éxitos españa playlist,ADTO IN PAPA BUT EXITOSIS BONUPLAALIST,AddToPlaylist
7887,snips-train-5320,I need to know the weather at the Queen Elizabeth National Park,I NEED TO KNOW THE WEATHER AT THE QUEEN ELIZABETH NATIONAL PARK,GetWeather
7888,snips-train-5321,Is it chillier in Hong Kong than it is here,IS IT CHULLIER IN HANG KONG THAN IT IS HERE,GetWeather
7889,snips-train-5322,What's the forecast for North AMityville ?,WHAT'S THE FORECAST FOR NORTHANA LYVILLE,GetWeather
7890,snips-train-5323,Tell me the weather forecast for Northern Mariana Islands one second from now,TELL ME THE WEATHER FORECAST FOR NORTHERN MARYAN AISLEONDS ONE SECOND FROM NOW,GetWeather
7891,snips-train-5324,Is it rainy at the Edward L. Ryerson Conservation Area ?,IS ARAINY AT THE EDWARD L RYASIN CONSERVATION AREA,GetWeather
7892,snips-train-5325,Is it windy in Telogia,IS A WINDY ANTILOGIA,GetWeather
7893,snips-train-5326,What's the weather here in 52 and a half weeks,WHAT'S THE WEATHER HERE IN FIFTY TWO AND A HALF WEEKS,GetWeather
