,train_index,train_sentence,nicole_sentence,train_label
5487,snips-train-3160,Book reservations at a faraway restaurant in Newtown at meal time,BOOK RESERVATIONS AT A FAR AWAY RESTAURANT IN NEW TOWN AT MEAL TIME,BookRestaurant
5488,snips-train-3161,"I'm going to Herkimer and want some liver and onions and I need a table for bessie, antonia and lisa at a cafe around 10 AM",I'M GOING TO HERKIMA AND WANT SOME LIVER AND ONIONS AND I NEED A TABLE FOR BESSY ANTONIA AND LESA AT JE CAFE AROUND TEN A M,BookRestaurant
5489,snips-train-3162,2 of us want to eat at a restaurant that serves meatballs in VT,TWO THUS ON TO AIT AT A RESTAURANT THAT SERVES MABLES INVETI,BookRestaurant
5490,snips-train-3163,Book a restaurant for ten in OK .,BOOLK A RESTAURANT FOR TENNIN O K,BookRestaurant
5491,snips-train-3164,Book a restaurant for four on october 9 in Maine,BOOK A RESTAURANT FOR FORON OCTOBER NINTH IN MAIN,BookRestaurant
5492,snips-train-3165,I need a reservation for National Coney Island with a party of 8 in NV,I NEED A RESERVATION FOR NATIONAL CONEY ISLAND WITH A PARTY OF EIGHTING AN B,BookRestaurant
5493,snips-train-3166,"Want a table at Monty’s Hotel, Secunderabad in the state of Vermont",WANT A TABLE AT MONTESE HOTEL SECUINDE ROBADI IN THE STATE OF VEMONT,BookRestaurant
5494,snips-train-3167,I need a table at The Middle East in MN for a party of 6,I NEIGHED A TABLE AT THE MIDDLE ESTING A MEN FOR A PARTY OF SIX,BookRestaurant
5495,snips-train-3168,Book a table for three at a restarunt in Federal Hill,BULCETABLE FITHREE AT A RESTAURANT IN FEDERAL HILL,BookRestaurant
5496,snips-train-3169,I need a reservation for an indoor restaurant in China,I NEED A RESERVATION FOR AN INDAL RESTAURANT IN CHINA,BookRestaurant
5497,snips-train-317,add space cowboy to my the funny thing about football is playlist,AD SPACE COWBOY TO MI THE FUNNY THING ABOUT FOOTBALL IS PLAINLEST,AddToPlaylist
5498,snips-train-3170,book a best steakhouse for 2 in Montserrat on 79 days and a half from now,BORCEBE STAKE HOUSE FOR TWO IN MONSERAT ON SEVENTY NINE DAYS AND A HALF FROM NOW,BookRestaurant
5499,snips-train-3171,book a restaurant in AL at Oak Ridge,BOKA RESTAURANT IN ALADOKRIDGE,BookRestaurant
5500,snips-train-3172,Book a restaurant for ten people 1 second from now .,BULKER RESTAURANT FOR TEN PAPLE ONE SECOND FROM NOW,BookRestaurant
5501,snips-train-3173,Book a table for 2 at a nearby restaurant .,BOOK A TABLE FOR TWO AT A NEARBY RESTAURANT,BookRestaurant
5502,snips-train-3174,melba and I want to dine in Barbados next Jun.,MELTO AND I WANT TO DINE IN BARBADOS NEXT JUNE,BookRestaurant
5503,snips-train-3175,Book a restaurant 2 months from now for seven people in New Caledonia .,BULKA RESTAURANT TWO MONTHS FROM NOW FOR SEVEN PEOPLE IN EWCALODARNIO,BookRestaurant
5504,snips-train-3176,Book the Boon Brick Store for nine people.,BOOK THE BUNBRICKSD OFFE NINE PAPLE,BookRestaurant
5505,snips-train-3177,I need seating at Floating restaurant in Tennessee for a group of 9,I NEED SEATING AT FLOATING RESTAURANT IN TENNESSEE FOR A GROUP OF NINE,BookRestaurant
5506,snips-train-3178,Book me a table for nine at a bar with parking in Qatar,BOOK ME AT TABLE FOR NINE AT A BAU WITH PARKING AND CATAL,BookRestaurant
5507,snips-train-3179,Book reservation at The Big Chill Cafe in AR for 10 people,BOOK RESERVATION AT THE BEAKCHO CAFA IN OURFITIN PEOPLE,BookRestaurant
5508,snips-train-318,add d-day dodgers to my running power playlist,ADELA JUDGES TO MY RUNNING POWE PLAINLEST,AddToPlaylist
5509,snips-train-3180,I need reservations in ND in the city of Briarwood for me and my colleagues .,I NEED RESERVATIONS IN ENDI AND THE CITY OF BRIARWOOD FOR ME AND MY COLLEAGUES,BookRestaurant
5510,snips-train-3181,I want a table for five at a restaurant with latin food in Arkansas for 1 hour from now,I WANT A TABLE FOR FIVE AT A RESTAURANT WITH LATIN FOOD IN ARKANSOS FOR ONE HOUR FROM NOW,BookRestaurant
5511,snips-train-3182,Book a table at a french restaurant for fern and I,BORCETABLE OUT OF FRENCH RESTAURANT FOR FERN AND I,BookRestaurant
5512,snips-train-3183,Book reservations at a restaurant that serves brazilian food for 9 people,BOOK RESERVATIONS AT A RESTAURANT THAT SERVES BRAZILIAN FOOD FOR NINE PEOPLE,BookRestaurant
5513,snips-train-3184,"Book a reservation for a restaurant in Stonewood , GU",BULKA RESERVATION FOR A RESTAURANT IN STEINE WOOD GO,BookRestaurant
5514,snips-train-3185,I need a table for 4 at The Brass Rail .,I MADE A TABLE FOR FOUR AT THE BRASE RAIL,BookRestaurant
5515,snips-train-3186,Let me get reservations for a party of three at a bar with a pool .,LET ME GET RESERVATIONS FOR A PARTY OF THREE AT A BAU WITH A POOL,BookRestaurant
5516,snips-train-3187,I'd like to eat with a party of nine in Snapfinger PA,I'D LIKE TO EAT WITH A PARTY OF NINE IN SNUP FINGER PENNSYLVANIU,BookRestaurant
5517,snips-train-3188,Book a restaurant with wifi for nine people.,BOOK A RESTAURANT WITH WIFE EYE FENINE PAPLE,BookRestaurant
5518,snips-train-3189,book in town for 3 at a restaurant outdoor that is not far,BUKINTAN TE THREE AT A RESTAURANT AUDOR THAT IS NOT FAR,BookRestaurant
5519,snips-train-319,Put a molly mcguire album in my metal talks kreator playlist.,PUSSAMOLIMAGUI ALBEMIN MY METAL TOKS CREATED PLAINLIST,AddToPlaylist
5520,snips-train-3190,I want to eat somewhere that is faraway from Iowa .,I WANT TO EAT SOMEWHERE THAT IS FAR AWAY FROM ARWA,BookRestaurant
5521,snips-train-3191,"I need a highly rated oyster bar in AR in a month for jeanne collins, amy and I",I NEED A HIGHLY RAY TO DOYCE TE BAR IN OUR IN A MONTH VIRGINNIE COLLINS AMY AND I,BookRestaurant
5522,snips-train-3192,"I'm hoping to find a table for six at a pub on jul. 19, 2029 .",I AM HOPING TO FIND A TABLE FOR SIX SET AT PUB ON JULY NINETEEN TWENTY TWENTY NINE,BookRestaurant
5523,snips-train-3193,set an reservation for a party of eight at the bar on 8/8/2039,SET IN RESERVATION FOR A PARTY EVATEAT THE BA ON THE EIGHTH OF ALGUS TWENTY THIRTY NINE,BookRestaurant
5524,snips-train-3194,Book a table for 1 somewhere in Andorra,BOOK A TABLE FOR ONE SOMEWEAR IN ANDORA,BookRestaurant
5525,snips-train-3195,make a reservation for 9 at a brasserie with parking,MAKE A RESERVATION FOR NINE ATOBRASERY WITH POCKING,BookRestaurant
5526,snips-train-3196,"I want to book the distant downtown Tribeca Grill for august the twenty-third, 2025 for wilda and jacklyn",I WANT TO BOOK THE DISTANT DOWN TOWN TRIBAC AGREEFOR AUGUST THE TWENTY THIRD TWENTY TWENTY FIVE PEWILDA AND JACKLIN,BookRestaurant
5527,snips-train-3197,please book a restaurant for nine members,CLAYSBOOKA RESTAURANT FOR NINE MEMBERS,BookRestaurant
5528,snips-train-3198,Book a reservation for a brasserie serving soupe in Tokelau,BOOK A RESERVATION FOR A BRASSERY SERVING SOUP IN TOK ALLOWAL,BookRestaurant
5529,snips-train-3199,book a table in Cottondale not far for in two hundred sixty nine days,BOLKA TABLE IN COTTON DALE NOT FAR FOR IN TWO HUNDRED SIXTY NINE DAYS,BookRestaurant
5530,snips-train-32,Add track to this is puccini,I ATTRACT TO THIS IS PECINI,AddToPlaylist
5531,snips-train-320,Add a song by Takahito Eguchi to my guest list polygon playlist.,ADA SONG BY TOCAHITO EGUCI TO MY GUESTLESS POLLEAGUEAN PLAILIST,AddToPlaylist
5532,snips-train-3200,I want to book a pizza restaurant close to Astor Place for nine at 3 am,I WANT TO BOOK APEATS A RESTAURANT CLOSE TO ASK A PLACE FOR NINE AT THREE A M,BookRestaurant
5533,snips-train-3201,I'm looking to book a reservation in Aruba at a place nearby .,I AM LOOKING TO BOOK A RESERVATION IN A RIBER AT A PLACED NEAR BY,BookRestaurant
5534,snips-train-3202,I need to book a table for claudia and imelda at a brasserie that is top-rated,I NEED TO BOOK A TABLE FOR CHLAUDIA ANDIMELDE E TABRACERY THAT IS TOPERATED,BookRestaurant
5535,snips-train-3203,I need a reservation for Blue Ribbon Barbecue far from NY for a party of 10,I NEED A RESERVATION FOR BLUE RIBBON BAL VICIFAL FROM ENI FOR A PARTY OF TEN,BookRestaurant
5536,snips-train-3204,Book a brasserie restaurant at 1828 and order wings .,BUCABRASERY RESTAURANT AD EIGHTEEN TWENTY EIGHT AND ORDER WINGS,BookRestaurant
5537,snips-train-3205,I want to book a cafeteria for 4 that has meze,I WANT TO BOOK A CALFETERIAR FOR FO THAT HAS MESE,BookRestaurant
5538,snips-train-3206,book a table for 2 guests at a restaurant in Lazy Mountain NY,BOLK A TABLE FO TO GUESTS AT A RESTAURANT IN LAZY MOUNTAIN NEW YORK,BookRestaurant
5539,snips-train-3207,I need a table in neighboring Carencro at the Bridge Round House,I NEED A TABLE IN NEIGHBOURING CARON CROW AT THE BRIDGE ROUND HOUSE,BookRestaurant
5540,snips-train-3208,Find a table for 8 somewhere in Bonaire in 345 days,FIND A TOBLE FOR EIGHT SOMEWEARING BOR NEARING THREE HUNDRED AND FORTY FIVE DAYS,BookRestaurant
5541,snips-train-3209,Get me a table at a bar which has a spa .,GAVE ME A TABLE AT A BOW WHICH HAS A SPAR,BookRestaurant
5542,snips-train-321,Add this song to my lo que suena new york playlist,ADD THIS SONG TO MY LOW CASE WHEN A NEW YORK PLAINLIST,AddToPlaylist
5543,snips-train-3210,I need a reservation in 1 second in Atlas with a party of nine,I NEED A RESERVATION IN ONE SECONDING ATLAS WITH A PARTY OF NINE,BookRestaurant
5544,snips-train-3211,I'm looking to reserve a table at a pasta restaurant in Serbia .,I AM LOOKING TO RESERVE A TABLE AT A PASS TO RESTAURANT IN SOBIAN,BookRestaurant
5545,snips-train-3212,Book a cafeteria with wifi,BUCA CALFATERIA WITH WIFE EY,BookRestaurant
5546,snips-train-3213,I want a table for 4 in Florida,I WANT A TABLE FOR FORING FLORIDOL,BookRestaurant
5547,snips-train-3214,book a tea house for 6 members with soul food,BOOK A TEA HOUSE FOR SIX MEMBERS WITH SOLE FOOD,BookRestaurant
5548,snips-train-3215,Book a food truck in MP for me and my ex husband .,BOCEFEDE TRUCKING AND PATHE MA AND MY EX HUSBAND,BookRestaurant
5549,snips-train-3216,Book reservation in Gasconade at the best restaurant in DC,BULK RESERVATION IN GASCONADE AT THE BEST RESTAURANT IN D C,BookRestaurant
5550,snips-train-3217,book a caucasian serving steakhouse for 4 in Saint Pierre and Miquelon,BOOKECOCCASION SERVING STAKE HOUSE FOR FOUREIGN SAINT PIERRE IN MIKOLON,BookRestaurant
5551,snips-train-3218,Book a steakhouse with a pool for eight people.,BOOK A STAKE HOUSE WITH THE POOR FOR EIGHT PEOPLE,BookRestaurant
5552,snips-train-3219,book a spot for one at The Wolseley at elevenses,BOKUST SPOT FOR ONE AT THE WOSLI ATALEVANSES,BookRestaurant
5553,snips-train-322,Add song to my pure rock & roll,ADD SUNG TO MY PUROKEN ROLE,AddToPlaylist
5554,snips-train-3220,I'd like reservations for me and my grandkid at a top-rated restaurant that serves molise cuisine in PA .,I'D LIKED RESERVATIONS FOR ME AND MY GRANCIDADA TOPERATED RESTAURANT THAT SERVES MOLLY'S EQUIZINI P A,BookRestaurant
5555,snips-train-3221,Book a restaurant in West Hattiesburg for 0 o'clock .,BOOK A RESTAURANT IN WEST HATTISBURG THE ZERO E'CLOCK,BookRestaurant
5556,snips-train-3222,book for crepes at a restaurant in Sint Maarten,BOOK THE CRAPE SAT A RESTAURANT IN SAINT MARTIN,BookRestaurant
5557,snips-train-3223,I need a table for 5 at the restaurant I ate at last Oct.,I NEED A TABLE FOR FIVE AT THE RESTAURANT I EIT AT LAST OCTOBER,BookRestaurant
5558,snips-train-3224,book a spot for 6 in Pilot Mound Palau on feb. the twenty-fourth,BUCUSPOK FOR SIX IN PILOT MOUND POLA ON FEBRUARY THE TWENTY FOURTH,BookRestaurant
5559,snips-train-3225,Book a table for nine at Canteen Lunch in the Alley at Midnight,BOOK A TABLE FOR NINE AT CANTEIN LUNCH IN THE ALEY AT MIDNIGHT,BookRestaurant
5560,snips-train-3226,"I'd like to book at a place in Michigan for a party of 3 , name of the restaurant is Carter House Inn .",I'D LIKE TO BOOK AT A PLACE IN MICHIGAN FOR A PARTI OF THREE NAME OF THE RESTAURANT IS KATA HAUSIN,BookRestaurant
5561,snips-train-3227,Book a restaurant in Palestine for 8 people at 9 AM,BULKE RESTAURANT IN PALESTINE FOR EIGHT PEOPLE AT NINE A M,BookRestaurant
5562,snips-train-3228,I need to reserve a table for me and my mom at the nearest restaurant in the state of MH .,I NEED TO RESERVE A TABLE FOR ME AND MY MOMMET THE NEAREST RESTAURANT IN THE STATE OF M AGE,BookRestaurant
5563,snips-train-3229,me and my grandmother want to eat umbrian food on January the 7th at a brasserie .,ME AND MY GRANDMOTHER WANT TO EIGHT OMBRIAN FOOD ON JANUARY THE SEVENTH ADABRASSERI,BookRestaurant
5564,snips-train-323,add artist rob dougan to electroNOW,ADDAT HAS TROP DUGINTO A LAKE TRAER NOW,AddToPlaylist
5565,snips-train-3230,Book a restaurant that serves scampi for 10 people.,BOOK A RESTAURANT THAT SERVES SCAMPY FOR TEN PEOPLE,BookRestaurant
5566,snips-train-3231,pizzeria restaurant in Kellnersville HI that is outdoor for ten,PETS AREA RESTAURANT IN KILNA'SVILLE HAWAI THAT IS OUTDOOR FOR TEN,BookRestaurant
5567,snips-train-3232,Book a restaurant for ten in Germfask .,BOOK A RESTAURANT FOR TENING GEM FASK,BookRestaurant
5568,snips-train-3233,Lets go to a steakhouse before we go to the pool,LET'S GO TO A STAKE HOUSE BEFORE WE GO TO THE POOL,BookRestaurant
5569,snips-train-3234,I want to bring six of us to a bistro in town that serves hot chicken sandwich that is within the same area .,I WANT TO BRING SIXS OF US TO A BESTRO IN TOWN THAT SERVES HOT CHICKEN SANDWICH THAT IS WITHIN THE SAME ARIA,BookRestaurant
5570,snips-train-3235,"Book a table for josie, carissa and lindsay at a brasserie which serves trentino .",BUCOTEBU FOR JOYSI CARISARAN LINZIADOBRASERI WHICH SERVES TRANTAINAR,BookRestaurant
5571,snips-train-3236,I would like to book a restaurant in Lebanon,I WOULD LIKE TO BOOK A RESTAURANT IN LEBENHAM,BookRestaurant
5572,snips-train-3237,"Book a spot for kelli, jean and I at a pub at elevenses",BURCASPOT FORKELLI JEAN AND IATA PARBADALEVENSES,BookRestaurant
5573,snips-train-3238,Restaurant in Durant for 3 PM,RESTAURANT INDE RENT FOR THREE P M,BookRestaurant
5574,snips-train-3239,"I need a reservation for Arcadian Court on June the fifth, 2035",I NEED A RESERVATION FOR ARCADIAN COURTON JUNE FIFTH TWENTY THIRTY FIVE,BookRestaurant
5575,snips-train-324,add The Spine Surfs Alone to my playlist called The Funny Thing About Football Is,AT THE SPINE SERFACE ALINE TO MY PLAILES CALLED THE FUNNY THING ABOUT FOOTBALL IS,AddToPlaylist
5576,snips-train-3240,book a table for 3 far from Tullytown at a coffeehouse with a smoking room,BOK A TABLE FO THREEFAR FROM TULLEYDOWN AT A COFFEE HOUSE WITH A SMOKING ROOM,BookRestaurant
5577,snips-train-3241,I want to book an ethiopian bar for this Afternoon .,I WANT TO BOOK A NAPHIOPIAN BARFOR THIS AFTERNOON,BookRestaurant
5578,snips-train-3242,Book a restaurant distant from downtown .,BOLK A RESTAURANT DISTANT FROM DOWN TOWN,BookRestaurant
5579,snips-train-3243,I want to book a restaurant in Barbados that serves creole .,I WANT TO BOOK A RESTAURANT IN BARBADOS THAT SERVES CREOL,BookRestaurant
5580,snips-train-3244,Get me a table for 3 within walking distance from my hotel in Tajikistan .,GET ME A TABLE FOR THREE WITHIN WALKING DISTANCE FROM MY HOTEL IN TAJI CASTAN,BookRestaurant
5581,snips-train-3245,book a table for 10 at a restaurant in Federated States Of Micronesia,BOULK A TABLE FOR TERNATO RESTAURANT IN FEDERATED STATES OF MICRONESIA,BookRestaurant
5582,snips-train-3246,book a spot for 2 at a restaurant in Mayotte at 0613 AM,BUCUSPOT FITOUA TO RESTAURANT IN MAORADISIKS ONE THREE A M,BookRestaurant
5583,snips-train-3247,I want a table for 2 at a restaurant late at night .,I WANT A TABLE FOR TWO OR TO RESTAURANT LATE AT NIGHT,BookRestaurant
5584,snips-train-3248,I'd like a table for five at any restaurant,I'D LIKE A TABLE FOR FIVE AT ANY RESTAURANT,BookRestaurant
5585,snips-train-3249,Book a bar that serves stracciatella in North Dakota for four at four am,BOOK ABAR THAT SERVES STRA GEETELLA IN NORTHDACOTA FOR FOUR AT FOUR M,BookRestaurant
5586,snips-train-325,Add this album ny bill callahan to my Mi Casa Es La Tuya Playlist Oficial list.,AT THESE AUBEMEN WHI BIL CALLHAN TO MY MACASESLA TO E PLAYLEST OFFICIAL LIST,AddToPlaylist
5587,snips-train-3250,I need a reservation for around London Borough,I NEED A RESERVATION FOR A ROUND LONDON BAROUGH,BookRestaurant
5588,snips-train-3251,I need to get a restaurant reserved in SD .,I NEED TO GET TO RESTAURANT RESERVE DI NESTE,BookRestaurant
5589,snips-train-3252,Book a reservation for Louisiana Fried Chicken this winter in Taiwan,BUKA RESERVATION FOR LOUISIANA FRIED CHICKEN THIS WINTER IN TYWAN,BookRestaurant
5590,snips-train-3253,Book a table at a bar in Cambodia that serves cheese fries .,BOOK A TABLE AT A BARRING CAMBODIA THAT SERVES CHEESE FRISE,BookRestaurant
5591,snips-train-3254,Book me a table for seven in neighboring France .,BOOK ME A TOBLE FOR SEVENY NEIGHBOURING FRANCE,BookRestaurant
5592,snips-train-3255,I'm looking to get a seat at a brasserie in Togo .,I'M LOOKING TO GET HER SEAT AT A BRASERYIN TURGO,BookRestaurant
5593,snips-train-3256,I would like a table for jacqueline wilson and deanna at David Carpenter House in Uncas FM,I WOULD LIKE A TABLE OR JACKALIN WILSON AND IANA AT DAVID CARPENTE HOUSE INORM CONFEDERATED STATES OF MICRONESIA,BookRestaurant
5594,snips-train-3257,Need a table for a party of eight one hour from now in Exira SD in a pub that serves oysters rockefeller,NEAN A TABLE FOR A PARTY OF EIGHT ONE HOUR FROM NOW IN EXIRA SOUTH TO COATA IN A PUB THAT SERVE OYSTERS ROCCOFELLA,BookRestaurant
5595,snips-train-3258,I need a table for 3 at David Whitney House in Brazil,I NEED A TABLE FOR THREE AT DAVID WHITNEY HOUSE IN BROZIN,BookRestaurant
5596,snips-train-3259,Book reservations at a restaurant in Iron Springs,BOOK RESERVATIONS AT A RESTAURANT IN IRON SPRINGS,BookRestaurant
5597,snips-train-326,I want to add this So Chan whee tune to Latin Alternative Music,I WANT TO ADD THE SIRCHAN WAITY INTO LATIN ALTERNATIVE MUSIC,AddToPlaylist
5598,snips-train-3260,I need a reservation for Roscoff Restaurant in Valley Mills,I NEED A RESERVATION FOR ROSKOV RESTAURANT IN VALET MILLS,BookRestaurant
5599,snips-train-3261,"make a reservation for hillary, dina chavez and alexis",MAKE A RESERVATION FOR HILARY GENITAVIAS AND ELYXIS,BookRestaurant
5600,snips-train-3262,book at table at Forest Av restaurant close-by for 2 1 second from now,BULKAT TABLE AT FORESTAVE RESTAURANT CLOSE BY FITO ONE SECOND FROM NOW,BookRestaurant
5601,snips-train-3263,I want to book a bar neighboring our apartment .,I WANT O BOOK A BA NEIGHBORING OUR APARTMENTS,BookRestaurant
5602,snips-train-3264,Find a reservation in Hesston NC at a new restaurant,FIND A RESERVATION IN HESTON NORTH CAROLINA AT A NEW RESTAURANT,BookRestaurant
5603,snips-train-3265,I would like to book a restaurant neighboring Lincoln Beach,I WOULD LIKE TO BOOK A RESTAURANT NEIGHBOURING LINCOLN BEACH,BookRestaurant
5604,snips-train-3266,"Book a table at a tavern in Albania for annette, darlene and barbara james for ten AM",BORCATOBELATE TAVERN IN ALBANIA FOR ANET DARLING AND BARBARA JAMES FITINA M,BookRestaurant
